:Product: Daily Geomagnetic Data     2013_DGD.txt
:Issued: 2130 UT 07 Jan 2014
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#             Current Quarter Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2013 08 11     7  1 1 1 3 3 1 2 2     5  1 2 1 3 1 1 1 0     6  2 1 1 2 1 2 1 1
2013 08 12     6  1 1 1 1 2 1 2 3     2  1 0 0 0 0 0 1 2     6  2 1 0 1 1 1 2 3
2013 08 13     9  2 0 1 3 3 3 2 2     8  2 0 0 3 2 4 2 1     9  2 0 1 2 1 4 3 3
2013 08 14     9  3 3 1 1 3 1 2 2    10  3 4 3 0 1 2 1 2    10  3 3 2 1 1 2 2 3
2013 08 15    15  4 2 2 2 3 4 3 3    23  3 3 4 5 3 5 2 2    15  4 2 2 3 3 4 2 3
2013 08 16    27  4 6 4 2 4 3 3 3    37  4 6 4 5 5 5 2 2    23  4 5 4 2 3 4 4 3
2013 08 17     9  3 2 3 2 2 2 2 2    12  3 3 4 2 3 2 2 1     7  3 2 2 1 2 2 1 2
2013 08 18     8  1 1 3 2 3 2 2 1    10  1 2 4 4 1 2 1 1     6  2 1 2 2 2 2 2 1
2013 08 19     6  2 2 1 2 3 1 1 1     3  2 1 1 1 0 1 0 1     5  2 2 1 1 2 2 1 1
2013 08 20     5  1 0 1 2 2 1 1 3     2  1 0 1 1 0 0 0 1     5  1 0 1 1 1 1 1 3
2013 08 21    13  3 3 2 3 3 2 3 3    32  2 5 5 5 5 4 3 3    18  3 4 3 3 3 3 4 4
2013 08 22    11  3 3 2 2 2 1 4 2    17  3 4 4 3 3 2 3 3    13  4 3 2 2 2 2 4 3
2013 08 23    14  4 3 3 3 2 2 3 2    30  4 4 5 5 5 4 2 2    15  4 3 3 3 2 2 3 2
2013 08 24     8  3 2 2 2 3 2 2 0    15  2 1 3 4 5 2 2 1     7  2 2 2 2 2 2 2 1
2013 08 25     7  0 2 2 2 3 2 2 1    15  1 2 2 6 3 2 0 1     7  1 2 2 3 2 2 1 1
2013 08 26     4  1 1 1 1 2 1 2 1     6  2 1 1 3 2 2 1 1     5  2 1 1 1 2 1 2 1
2013 08 27    12  3 1 1 2 3 2 4 3    19  1 2 0 3 5 4 4 4    15  2 1 0 2 3 3 5 4
2013 08 28     8  4 2 2 1 2 1 1 1    17  4 3 5 4 2 2 1 1     9  4 3 2 1 1 1 1 1
2013 08 29     4  1 1 0 1 2 1 2 1     2  1 1 1 1 0 1 1 0     3  1 1 0 1 1 1 1 1
2013 08 30     7  0 0 1 2 3 2 2 3     5  0 0 1 1 3 2 2 2     8  0 0 1 2 2 2 2 4
2013 08 31    11  4 3 3 2 2 2 1 2    22  4 3 5 4 5 2 0 1    11  4 3 3 2 2 2 1 2
2013 09 01    10  3 2 3 2 3 2 2 2    24  2 2 5 4 6 3 2 1     9  3 2 3 2 2 2 2 2
2013 09 02    11  2 3 4 3 3 1 1 1    25  2 4 5 4 6 2 1 1    10  2 3 3 2 3 2 1 1
2013 09 03     8  1 1 2 2 3 1 2 3     7  2 0 1 3 3 1 1 2     7  2 1 1 1 2 1 2 3
2013 09 04     6  2 1 1 2 2 2 2 2     9  2 1 2 3 4 0 2 1     6  2 1 1 2 2 1 2 2
2013 09 05     3  1 0 0 2 2 1 1 1     1  1 0 0 0 0 0 1 0     4  1 1 0 2 1 1 2 1
2013 09 06     5  2 2 0 1 2 1 2 1     3  1 1 0 1 1 1 1 1     5  1 2 1 1 2 1 2 2
2013 09 07     4  0 1 1 1 2 2 1 1     1  0 1 0 0 0 0 1 1     4  1 1 1 1 1 1 1 1
2013 09 08     6  2 3 1 2 2 2 1 0     8  2 3 1 1 4 1 1 0     6  2 3 1 1 2 2 1 0
2013 09 09     4  0 1 1 2 2 1 1 1     2  0 0 2 2 1 0 0 0     4  0 1 1 1 1 1 1 1
2013 09 10     6  0 0 0 2 3 2 3 2     9  0 0 0 5 2 2 1 2     7  0 0 0 2 2 3 3 2
2013 09 11     6  2 1 1 2 3 1 2 1    11  2 0 2 5 3 1 1 1     6  2 1 1 2 2 2 2 2
2013 09 12     5  1 1 1 2 2 1 2 2     6  1 1 3 2 0 1 2 2     7  2 1 2 1 1 1 2 3
2013 09 13    10  3 1 2 1 3 3 3 1    11  3 2 3 2 3 3 2 2     9  3 1 2 1 2 4 2 1
2013 09 14     6  2 2 2 1 2 2 1 1     6  2 1 3 3 1 0 1 0     6  2 2 3 1 2 1 1 1
2013 09 15     3  2 1 0 1 1 1 0 1     1  1 0 0 0 0 0 0 1     2  1 0 0 0 0 1 0 1
2013 09 16     6  2 1 2 2 2 1 2 2     3  1 1 1 2 0 1 0 1     5  2 1 2 2 1 1 1 2
2013 09 17     8  1 2 2 1 3 2 3 1     9  1 2 4 2 3 1 2 1     8  1 2 2 1 2 2 3 2
2013 09 18     6  2 2 0 2 2 2 2 2     8  1 1 0 3 4 2 1 2     7  2 2 1 1 2 2 2 2
2013 09 19    14  2 3 4 4 2 2 3 2    21  3 4 5 5 3 2 2 1    11  2 3 3 3 2 2 3 2
2013 09 20     5  1 2 2 1 2 1 1 2    11  1 2 4 4 3 1 1 1     6  1 2 2 1 2 1 1 2
2013 09 21     8  1 2 2 3 2 2 2 2    11  1 1 3 4 4 2 1 1     7  1 2 2 3 2 2 2 2
2013 09 22     6  2 2 2 2 2 2 1 0     5  2 2 3 1 2 1 0 0     5  2 2 2 1 1 1 1 1
2013 09 23     4  0 2 1 1 1 1 2 1     1  1 1 0 0 0 0 0 0     5  1 2 1 1 1 1 2 1
2013 09 24     9  1 1 1 3 4 2 2 1    18  1 1 0 5 5 4 2 2     9  2 1 1 3 4 3 1 1
2013 09 25     4  2 2 1 1 1 1 0 1     4  2 1 3 2 0 0 0 1     4  2 2 2 1 1 1 0 1
2013 09 26     2  0 0 0 1 2 0 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 0 0 0
2013 09 27     2  0 0 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 1 0
2013 09 28     2  0 0 0 1 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 0 0
2013 09 29     3  0 0 0 1 1 2 2 1     1  0 0 0 0 0 0 1 1     3  0 0 0 0 1 1 2 2
2013 09 30     3  1 1 1 1 1 1 1 0     0  1 0 0 0 0 0 0 0     3  1 1 1 0 1 1 0 0
2013 10 01     6  0 1 1 2 3 1 2 2     2  0 0 0 0 2 0 1 1     5  0 0 1 1 2 1 2 2
2013 10 02    29  5 5 5 3 3 3 4 3    64  6 8 5 5 5 3 3 3    39  5 6 5 3 3 3 5 4
2013 10 03     5  3 1 0 1 1 2 2 0     9  5 2 1 1 0 2 2 0     6  4 1 0 1 1 2 2 0
2013 10 04     2  0 0 0 1 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 1 0
2013 10 05     2  0 0 0 1 2 1 1 0     0  0 0 0 0 0 0 0 0     1  0 0 0 1 1 1 0 0
2013 10 06     3  0 0 0 2 1 2 1 1     0  0 0 0 1 0 0 0 0     2  0 0 0 1 1 1 0 1
2013 10 07     8  1 3 3 2 2 2 1 1     4  0 1 3 2 1 1 0 0     6  1 3 2 1 1 1 1 1
2013 10 08    12  0 1 0 1 2 2 4 5    14  0 0 1 3 3 0 4 5    16  0 1 0 1 1 1 5 5
2013 10 09    21  4 4 5 3 3 3 2 3    40  3 4 7 5 5 4 2 2    24  5 4 5 4 3 3 2 3
2013 10 10     7  3 3 2 1 2 1 1 0    12  2 3 2 5 2 2 1 1     9  4 3 2 2 1 1 1 1
2013 10 11     3  1 1 2 1 1 1 1 0     7  1 2 2 3 4 0 0 0     5  1 2 2 1 2 1 1 1
2013 10 12     3  0 1 0 2 1 2 1 1     4  0 0 1 3 1 0 2 1     5  0 1 1 2 1 1 2 2
2013 10 13     2  1 0 0 1 1 2 1 0     1  1 0 0 0 1 0 0 0     2  1 0 0 0 0 1 0 0
2013 10 14    10  0 2 2 3 3 2 3 3    31  0 1 5 6 5 5 3 2    13  0 2 2 3 3 3 4 3
2013 10 15    14  3 4 3 3 3 1 1 3    27  4 4 5 6 3 1 2 2    14  4 4 3 3 2 1 1 3
2013 10 16     9  3 2 1 2 3 2 2 2    10  2 1 1 3 4 3 1 1     9  4 2 2 1 2 2 2 2
2013 10 17    10  2 3 3 2 3 2 2 1    16  2 2 4 5 4 2 1 1     9  2 3 3 2 2 2 1 1
2013 10 18     3  0 0 0 1 2 0 2 1     1  0 0 1 1 0 0 1 0     3  0 0 1 1 1 1 2 0
2013 10 19     3  0 0 0 1 2 2 2 1     0  0 0 0 1 0 0 0 0     3  0 0 0 1 1 1 0 0
2013 10 20     3  0 0 1 1 2 1 1 1     0  0 0 0 1 0 0 0 0     3  0 0 1 1 1 1 1 1
2013 10 21     2  0 0 1 0 2 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 0 0
2013 10 22     3  0 0 2 1 1 1 2 1     1  0 0 0 2 0 0 1 0     5  0 0 2 2 1 1 2 2
2013 10 23     3  0 1 1 1 1 1 1 1     4  0 2 2 3 0 0 0 0     4  1 2 1 1 1 1 1 0
2013 10 24     2  0 1 0 1 2 1 1 0     0  0 0 0 0 0 0 0 0     3  1 1 0 1 1 1 0 0
2013 10 25     3  0 0 0 0 2 2 1 1     0  0 0 0 0 0 0 0 0     3  0 0 1 0 1 2 1 1
2013 10 26     3  0 0 0 1 2 1 1 2     0  0 0 0 0 0 0 0 0     3  0 0 0 1 1 1 1 1
2013 10 27     2  0 0 1 1 2 1 1 0     0  0 0 0 0 0 0 0 0     3  0 0 1 1 1 1 1 0
2013 10 28     2  1 1 1 1 1 0 0 0     0  0 0 0 0 0 0 0 0     3  1 1 1 0 1 1 0 0
2013 10 29     3  0 0 0 2 2 1 2 1     9  0 0 0 5 3 0 1 1     6  0 0 0 3 2 1 2 2
2013 10 30    10  0 1 3 2 3 3 2 3    31  0 0 4 6 5 6 2 2    12  0 1 3 3 3 3 3 3
2013 10 31     6  2 1 1 2 2 2 2 2     3  1 0 0 1 1 2 1 1     6  2 1 0 2 2 2 2 2
2013 11 01     4  2 1 0 1 1 1 2 1    10  1 2 3 4 4 0 0 0     5  2 2 1 1 1 0 1 0
2013 11 02     3  1 1 1 1 1 0 1 1     1  1 1 0 1 0 0 0 0     3  1 1 0 1 0 1 0 1
2013 11 03     7  3 3 2 1 2 0 1 1     7  1 3 3 3 1 0 0 1     6  2 3 2 1 1 1 2 1
2013 11 04     4  0 1 1 1 2 2 1 1     7  0 2 1 3 2 3 2 0     5  0 1 1 2 1 2 2 1
2013 11 05     4  1 1 1 1 2 2 1 0     2  0 0 2 1 1 1 0 0     5  1 1 1 1 1 1 0 2
2013 11 06     3  0 0 1 1 2 2 1 1     0  0 0 0 0 0 0 1 0     4  0 0 1 1 1 1 1 1
2013 11 07    11  1 3 2 4 3 2 2 1    23  0 4 3 6 5 0 2 1    11  1 3 3 4 3 2 2 1
2013 11 08     3  2 1 1 1 1 1 1 0     1  1 1 1 0 0 0 0 0     4  2 1 1 1 0 1 0 0
2013 11 09    14  2 3 3 4 4 2 2 1    40  1 6 5 6 6 3 2 1    16  2 4 4 4 4 2 2 1
2013 11 10     9  2 3 1 3 2 2 2 2    15  2 2 3 4 3 3 3 3    10  2 2 2 2 2 2 3 3
2013 11 11    13  3 3 3 3 3 3 2 1    30  4 4 6 5 4 4 2 0    16  4 4 4 3 3 3 2 1
2013 11 12     2  1 2 0 1 1 0 0 0     1  1 1 0 0 1 0 0 0     2  1 1 0 0 1 0 0 0
2013 11 13     2  0 1 0 1 1 1 1 0     5  0 0 1 2 4 1 0 0     3  0 1 1 1 2 1 0 0
2013 11 14     2  0 0 0 1 2 1 0 0     0  0 0 0 1 0 0 0 0     2  0 0 0 1 1 1 0 1
2013 11 15     6  1 2 1 0 1 2 2 3    10  0 1 2 3 3 4 2 2     8  1 2 1 1 1 2 2 4
2013 11 16    11  3 3 2 3 3 2 1 2    12  2 1 2 4 4 3 1 2     9  3 3 2 3 3 2 1 2
2013 11 17     5  2 2 2 2 2 1 1 0     9  1 1 4 4 2 0 1 0     6  2 2 3 2 1 1 1 1
2013 11 18     2  2 0 0 0 0 1 1 1     1  0 0 1 1 1 0 0 0     3  1 0 1 1 1 1 1 1
2013 11 19     3  0 0 0 0 1 2 2 1     1  0 0 0 0 1 1 1 0     3  0 0 0 0 1 1 2 1
2013 11 20     3  1 1 1 1 2 1 1 0     5  0 1 1 2 4 0 0 0     4  1 1 1 1 2 0 1 0
2013 11 21     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     3  0 1 0 1 0 0 1 1
2013 11 22     2  1 1 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     3  1 1 0 0 0 0 1 2
2013 11 23     6  1 2 3 2 2 2 1 0    11  0 1 3 5 3 2 0 0     8  1 3 3 3 2 1 1 0
2013 11 24     2  0 0 0 1 1 1 1 0     1  0 0 0 2 0 0 0 0     2  0 0 0 1 0 0 1 0
2013 11 25     2  0 1 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 1 0 0 0 0 1 0
2013 11 26     2  0 0 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 1 1
2013 11 27     2  1 1 0 0 2 1 1 0     0  0 0 0 0 0 0 0 0     2  1 1 0 0 1 1 1 0
2013 11 28     1  0 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 0 1
2013 11 29     6  1 2 2 2 2 2 2 1    10  0 0 2 5 1 2 2 2     8  1 3 2 2 2 2 3 2
2013 11 30     7  0 1 2 2 2 2 2 3    13  0 0 1 5 4 3 1 2     9  1 1 2 2 2 2 2 4
2013 12 01     7  2 2 3 1 3 1 1 1     6  2 2 3 3 2 0 0 0    10  3 3 3 2 3 1 1 1
2013 12 02     1  0 0 0 0 0 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 0 0
2013 12 03     6  1 1 1 3 2 1 2 1    15  0 0 0 5 5 3 2 1     7  1 1 1 3 3 2 2 2
2013 12 04     3  1 1 1 1 1 1 1 1     2  1 0 1 0 1 0 1 2     4  2 2 1 0 0 1 1 1
2013 12 05     4  0 2 1 2 1 2 1 0     9  0 0 2 5 3 0 0 0     5  1 1 1 2 2 1 1 1
2013 12 06     3  1 1 1 0 1 1 1 1     0  0 0 0 0 0 0 0 0     4  1 1 1 1 0 0 1 1
2013 12 07     4  1 1 2 0 1 1 1 2     3  0 1 2 1 1 0 0 2     6  2 1 2 1 1 1 2 3
2013 12 08    14  4 4 3 2 2 3 2 1    23  4 4 4 3 3 5 3 2    26  6 5 4 2 2 4 3 2
2013 12 09     2  1 0 0 1 1 1 1 1     4  0 0 0 1 3 2 1 0     5  1 0 1 1 1 2 2 1
2013 12 10     3  1 2 1 1 1 1 0 1     8  0 1 3 4 3 0 0 0     5  1 3 2 2 1 1 1 1
2013 12 11     2  0 1 1 1 1 1 1 0     1  0 0-1 0 2 0 0 0     4  1 1 1 1 1 0 1 1
2013 12 12     2  0 1 0 1 0 1 1 1     0  0 0 0 1 0 0 0 0     3  0 1 1 1 0 0 0 1
2013 12 13     3  0 1 0 0 2 2 1 1     0  0 1 0 0 0 0 0 0     3  0 1 0 0 2 2 1 1
2013 12 14    10  3 3 2 1 1 3 3 2    19  1 3 2 2 3 5 5 2    16  3 4 2 1 1 3 4 3
2013 12 15     5  1 1 1 1 1 3 1 1     8  1 1 2 3 3 3 1 0     7  2 1 1 1 1 3 1 1
2013 12 16     5  2 2 2 0 2 2 1 1     6  1 1 1 3 3 1 0 1     7  3 3 2 1 1 1 2 2
2013 12 17     3  1 0 0 0 0 2 2 1     1  0 0 0 1 0 0 2 0     3  2 1 0 0 0 1 2 1
2013 12 18     3  0 1 1 1 1 2 1 1     2  0 0 3 1 0 0 0 0     4  1 1 2 1 0 1 1 2
2013 12 19     4  1 1 0 0 2 2 1 2     3  0 1 0 0 2 2 1 1     5  2 2 0 0 1 2 2 2
2013 12 20     6  2 2 0 2 2 3 1 1     2  1 1 1 1 1 1 0 0     6  2 3 0 1 1 2 2 1
2013 12 21     4  1 1 2 1 2 1 1 0     1  1 0 2 0 0 0 0 0     4  1 1 2 1 0 0 1 0
2013 12 22     2  0 1 0 0 2 2 0 0     0  0 0 0 0 0 0 0 0     3  0 1 1 1 0 0 1 0
2013 12 23     2  0 1 1 0 1 1 1 0     0  0 0 0 0 0 0 0 0     3  1 1 1 0 0 0 1 1
2013 12 24     2  0 0 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 1 1
2013 12 25     6  2 1 2 3 2 1 1 0    16  0 0 3 5 4 4 2 0     7  2 1 2 3 3 2 1 1
2013 12 26     2  1 1 1 0 1 1 0 0     4  0 0 2 3 2 1 0 0     3  1 1 1 1 1 0 0 0
2013 12 27     3  0 0 0 0 2 1 2 1     0  0 0 0 0 0 0 1 0     3  0 0 0 0 0 0 2 1
2013 12 28     4  0 0 0 1 2 2 2 2     0  0 0 0 0 0 0 0 0     3  0 0 0 1 1 1 1 1
2013 12 29     4  1 1 0 2 1 2 2 0     5  0 0 0 4 2 1 0 0     5  1 1 1 2 1 1 2 1
2013 12 30     2  0 0 1 0 1 2 1 1     1  0 0 2 1 0 0 0 0     3  0 0 1 1 1 1 1 1
2013 12 31     6  1 1 2 2 2 2 2 1     4  0 0 2 3 1 1 1 0     6  2 1 2 2 2 1 2 1
