:Product: Daily Geomagnetic Data     2016_DGD.txt
:Issued: Jan 02 2017
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                         2016 Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2016 08 10    14  3 3 3 3 2 3 3 3    47  3 3 7 7 3 4 3 2    16  3 3 4 4 2 3 3 3
2016 08 11     8  1 1 1 2 2 2 3 3    13  2 1 2 4 2 4 3 2     9  2 1 2 2 1 3 3 3
2016 08 12    11  4 4 2 2 2 2 0 1    22  4 5 3 3 5 3 2 1    11  4 4 2 2 2 2 1 1
2016 08 13     5  1 2 1 1 2 1 2 1     9  2 2 3 3 3 2 1 0     5  2 2 1 1 1 1 2 1
2016 08 14     4  1 1 1 1 2 1 2 0     6  1 0 1 2 4 1 1 0     4  2 1 1 1 2 0 1 1
2016 08 15     4  0 1 2 2 2 2 1 0     2  0 0 2 2 1 0 0 0     4  1 1 2 1 1 1 0 1
2016 08 16     8  0 0 1 2 3 2 1 4     5  0 0 0 2 3 2 1 2     6  1 0 1 1 2 1 1 3
2016 08 17    12  3 3 2 2 2 1 4 3    10  3 4 2 1 3 0 1 2     9  3 3 2 1 2 0 2 3
2016 08 18     8  2 2 1 3 3 2 1 2     7  2 3 3 2 2 0 0 1     7  2 3 2 2 2 1 1 2
2016 08 19     5  0 0 1 2 3 2 2 0     4  0 0 2 2 2 2 1 0     5  1 1 2 2 2 1 1 1
2016 08 20     4  1 2 2 1 2 1 1 0     3  2 2 2 1 0 0 0 0     4  2 2 2 1 1 0 0 1
2016 08 21     9  0 1 1 2 3 3 3 3     6  0 0 1 1 2 4 1 1    10  0 1 1 1 3 4 3 3
2016 08 22     6  1 1 2 2 3 2 1 1     3  2 1 2 2 0 0 0 0     5  2 1 2 1 1 1 1 1
2016 08 23    12  1 2 1 2 4 2 3 4    24  1 1 0 1 6 5 4 4    18  2 2 1 2 4 3 5 5
2016 08 24    17  5 3 3 3 3 2 2 3    31  4 3 3 6 6 3 2 2    19  5 3 3 3 4 2 2 3
2016 08 25     9  2 1 2 3 2 2 2 3    17  2 2 5 4 4 2 2 2    11  2 1 3 3 2 2 2 3
2016 08 26     5  2 2 0 2 2 1 2 1     6  3 2 0 0 2 2 2 1     7  3 2 1 1 1 2 2 2
2016 08 27     5  2 2 0 2 2 1 2 0     7  1 3 1 4 2 0 1 0     5  2 3 1 2 1 1 1 0
2016 08 28     4  0 0 1 1 3 1 1 1     6  0 1 0 4 3 0 0 0     3  1 1 1 1 1 0 1 0
2016 08 29     5  1 1 0 2 3 1 1 2     6  1 0 0 1 3 3 2 1     6  1 1 0 2 2 2 2 3
2016 08 30    12  3 2 2 2 3 3 3 3    30  2 2 4 3 6 6 3 2    16  3 2 2 2 3 4 4 4
2016 08 31     8  2 1 1 2 2 1 3 3     5  2 1 1 2 1 1 2 2     8  2 2 1 1 2 1 3 3
2016 09 01    29  4 3 5 3 5 2 4 5    52  2 5 7 5 5 5 4 5    36  4 4 5 4 4 3 5 6
2016 09 02    24  5 5 3 3 4 2 2 4    44  5 5 3 6 6 5 3 3    39  6 6 3 3 5 4 3 5
2016 09 03    21  3 4 4 3 4 3 3 4    70  3 5 7 7 6 6 4 4    40  4 6 5 4 4 4 4 5
2016 09 04    20  4 3 4 3 3 3 4 3    46  3 3 7 5 6 4 4 3    28  5 4 4 4 4 4 5 4
2016 09 05    13  2 4 3 2 2 3 3 2    36  3 4 6 5 4 5 4 3    17  3 4 3 2 2 3 5 3
2016 09 06    12  3 3 3 2 2 2 3 3    18  3 3 4 4 4 2 3 2    14  3 3 3 3 2 2 4 2
2016 09 07     8  3 3 1 2 2 2 1 2    25  2 2 1 5 6 5 2 1    12  3 3 1 3 3 3 2 2
2016 09 08    12  3 3 3 3 3 2 2 2    31  2 4 4 6 5 5 2 1    14  3 4 3 3 3 2 2 2
2016 09 09     6  3 1 1 1 2 1 1 2     1  1 0 0 0 0 0 1 1     5  2 1 1 1 1 1 1 2
2016 09 10     4  1 1 2 1 2 1 1 1     2  1 1 2 1 0 0 1 0     5  1 2 2 1 1 0 1 2
2016 09 11     3  0 0 1 1 2 1 1 1     7  1 0 2 3 3 3 0 0     4  1 0 1 1 2 1 1 1
2016 09 12     6  2 2 2 2 2 2 1 1     3  2 2 1 0 1 0 0 0     6  3 2 1 1 2 1 1 2
2016 09 13     4  2 1 2 1 2 1 0 1     6  1 1 2 4 2 0 0 0     5  2 2 2 2 1 1 0 1
2016 09 14     8  1 2 2 2 3 2 2 2    12  1 1 3 0 5 3 2 2     8  2 2 2 2 3 2 3 2
2016 09 15     6  2 2 2 2 1 2 1 2     9  2 3 4 3 2 1 0 0     7  3 3 2 2 1 1 0 1
2016 09 16     3  0 0 1 1 2 1 2 1     1  0 0 0 0 0 1 1 0     3  0 0 1 1 1 1 2 1
2016 09 17     4  2 0 1 2 2 1 1 1     1  2 0 0 0 0 0 0 0     4  2 1 1 2 1 0 0 1
2016 09 18     8  1 1 2 3 3 2 2 1    17  1 1 1 4 5 5 1 1     9  2 1 2 3 3 2 2 1
2016 09 19     8  1 1 3 2 2 2 2 3    19  1 0 3 5 5 4 1 2    10  2 1 3 2 3 2 2 3
2016 09 20    15  4 3 4 3 2 3 2 1    22  3 4 4 6 2 2 2 2    19  5 4 4 4 2 3 2 2
2016 09 21     9  4 2 2 3 1 1 1 1    12  2 2 4 5 2 0 0 1    10  4 3 2 3 1 0 1 1
2016 09 22     4  2 0 2 1 1 2 2 0     5  1 1 4 1 0 0 0 0     4  2 1 2 1 0 0 0 0
2016 09 23     3  0 1 1 1 1 1 1 1     0  0 1 0 0 0 0 0 0     4  1 1 2 1 0 1 1 1
2016 09 24     4  1 0 0 1 2 2 1 2     2  1 0 0 1 0 0 1 1     5  1 0 1 1 1 1 2 2
2016 09 25    12  3 3 1 2 1 2 4 3    17  3 4 1 5 3 2 3 2    23  4 5 1 3 3 3 5 4
2016 09 26    18  3 4 3 3 3 3 3 4    33  2 3 4 6 5 5 4 3    22  4 4 3 3 4 3 4 4
2016 09 27    21  4 3 3 4 3 5 2 3    64  5 4 5 7 7 6 3 3    38  5 4 5 5 4 6 3 4
2016 09 28    24  4 4 4 1 3 4 5 3    58  5 4 4 7 5 6 6 3    42  5 5 3 5 4 5 6 4
2016 09 29    22  4 4 4 4 3 4 3 2    73  3 4 7 7 6 7 4 3    39  4 5 5 5 4 5 4 3
2016 09 30    15  4 3 3 3 2 3 3 2    33  3 3 5 6 4 4 5 1     6  4 4 4 4 3 3 5 2
2016 10 01    14  3 4 2 2 2 3 3 3    27  2 4 4 5 4 4 5 2    19  3 4 2 3 2 4 4 3
2016 10 02    15  3 3 2 3 3 2 4 3    37  3 2 4 6 7 2 2 3    18  3 3 3 2 4 2 5 4
2016 10 03    12  2 4 3 2 2 2 2 3    16  3 3 4 3 3 3 3 2    14  3 4 3 2 2 2 3 3
2016 10 04    18  3 4 3 4 4 2 2 3    46  3 5 5 6 7 3 3 2    26  4 5 4 4 4 2 3 4
2016 10 05    10  3 3 3 2 2 2 2 2    19  3 3 4 5 4 3 1 1    13  4 4 3 3 2 2 2 3
2016 10 06     4  2 1 1 1 1 2 1 1     3  1 1 1 0 0 2 2 1     6  2 2 1 1 0 2 2 1
2016 10 07     5  2 1 1 1 2 2 2 1     4  1 1 1 0 2 3 1 0     6  3 2 1 1 1 2 2 1
2016 10 08     7  2 3 2 2 2 1 1 1    16  1 3 3 5 4 2 2 1     8  2 4 2 2 1 1 1 1
2016 10 09     4  1 1 2 1 1 1 1 1    10  1 1 3 4 4 1 1 0     5  2 1 2 1 2 1 2 1
2016 10 10     7  2 2 3 1 2 2 2 1    16  2 2 5 3 4 3 2 1    11  3 3 3 2 2 3 3 1
2016 10 11     3  1 0 1 1 1 2 1 1     2  0 0 2 1 0 0 0 1     4  1 1 1 1 0 0 1 1
2016 10 12     5  1 1 1 0 1 2 1 3     3  1 0 0 1 1 1 1 2     6  1 1 1 1 1 1 1 3
2016 10 13    30  3 3 5 4 5 3 4 5    76  2 3 5 5 7 8 6 4    43  3 3 5 4 5 6 6 5
2016 10 14    20  5 4 5 3 2 2 1 2    27  4 3 6 5 4 2 1 2    24  6 4 5 3 2 2 1 1
2016 10 15     8  2 2 2 2 2 2 2 3    17  1 1 4 5 4 3 2 2    11  3 3 2 2 2 3 2 3
2016 10 16    13  2 1 3 3 3 2 4 3    26  3 1 5 4 5 4 4 3    18  3 1 3 3 3 2 5 4
2016 10 17    12  3 3 3 3 2 2 2 3    36  3 3 6 6 5 4 2 3    20  4 3 4 4 2 3 3 4
2016 10 18    10  3 3 3 2 1 2 1 3    16  4 3 4 4 3 2 2 1    11  3 3 3 2 1 2 1 3
2016 10 19     5  2 2 1 1 2 2 1 0     6  3 1 2 3 1 1 1 0     7  3 2 2 2 1 2 2 1
2016 10 20     5  1 0 0 1 1 1 4 1     1  0 0 0 0 0 0 2 0     3  1 0 1 1 0 0 2 1
2016 10 21     2  0 1 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  1 1 1 0 0 0 0 0
2016 10 22    -1 -1-1-1-1-1-1-1-1     6  1 0 1 3 1 3 2 1     6  2 1 1 2 1 2 2 2
2016 10 23    -1 -1-1-1-1-1-1-1-1    16  0 1 5 4 4 2 2 2     9  1 2 3 2 2 2 3 3
2016 10 24    17 -1-1-1-1 4 2 2 4    41  3 4 5 4 7 5 2 3    16  4 3 3 2 4 3 2 3
2016 10 25    39  4 4 3 5 6 5 3 5    54  4 3 5 5 7 6 5 4    60  4 5 4 5 7 6 5 6
2016 10 26    31  4 4 4 5 4 4 3 5    90  4 5 6 8 7 7 4 3    46  5 5 4 6 5 6 5 5
2016 10 27    18  4 4 4 3 2 3 3 2    48  4 4 5 6 6 6 4 3    28  5 5 4 3 3 5 4 3
2016 10 28    16  3 2 4 3 3 2 3 4    27  3 2 4 6 5 3 2 3    17  3 3 4 3 3 3 3 4
2016 10 29    18  4 4 4 3 3 3 2 2    47  4 6 6 6 5 4 3 3    27  5 5 4 3 4 3 3 3
2016 10 30    13  3 3 3 3 3 3 2 2    36  2 4 4 5 7 3 3 2    18  4 4 3 3 4 3 3 2
2016 10 31     8  2 3 3 2 2 2 1 1    11  1 2 3 4 4 2 1 0    11  3 3 3 3 2 2 2 1
2016 11 01     9  2 2 2 3 2 2 2 3    30  1 1 2 7 5 4 2 2    11  2 2 2 3 3 2 2 3
2016 11 02    12  4 1 1 2 3 2 1 4    25  3 2 1 4 6 5 2 3    15  4 2 1 2 3 3 2 4
2016 11 03    12  3 3 3 3 2 2 2 3    51  3 5 7 7 4 4 2 2    18  4 3 4 4 3 3 2 4
2016 11 04     3  2 2 1 0 1 0 1 0     7  2 1 3 4 0 0 1 0     5  3 2 1 1 0 0 1 1
2016 11 05     2  0 1 1 0 1 1 1 0     2  1 0 2 1 0 0 0 0     3  1 1 1 0 0 0 0 0
2016 11 06     4  1 0 2 1 2 1 1 1    12  0 0 3 4 5 0 1 0     5  1 1 2 1 2 1 1 1
2016 11 07     2  1 1 1 0 1 1 0 0     0  0 0 1 0 0 0 0 0     4  2 1 2 1 1 1 0 0
2016 11 08     2  0 0 0 1 2 1 0 0     7  0 0 0 2 4 1 3 0     3  0 0 1 1 2 1 1 1
2016 11 09     5  0 0 2 2 2 1 2 2     9  0 0 2 4 4 2 1 1     7  1 0 2 2 2 1 3 2
2016 11 10    11  2 2 2 3 3 3 2 3    49  1 1 2 6 7 7 3 2    14  2 2 2 3 3 4 3 3
2016 11 11    10  4 2 2 2 1 2 2 3    13  3 1 2 4 3 3 3 2    13  5 2 2 2 2 3 2 3
2016 11 12    13  2 3 2 4 3 2 2 3    36  2 4 3 6 6 4 4 4    19  3 4 2 4 4 3 3 4
2016 11 13    19  4 4 4 3 2 2 4 3    26  4 3 3 5 5 4 3 3    21  4 4 4 3 3 3 4 4
2016 11 14     8  0 2 2 3 2 2 1 3    18  2 1 3 5 4 4 2 2    11  2 3 3 3 3 3 2 3
2016 11 15     7  3 3 1 2 2 1 1 0     8  2 2 0 3 4 2 0 0     7  3 2 1 2 3 1 1 1
2016 11 16     3  1 1 0 0 1 1 1 2     2  0 0 1 2 0 1 0 0     4  1 1 1 1 0 1 2 2
2016 11 17     2  1 0 1 0 1 1 1 1     2  1 0 1 0 0 1 1 1     4  2 1 0 0 0 1 2 1
2016 11 18     3  2 0 0 0 2 2 0 0     1  0 0 0 1-1 1 0 0     3  2 1 0 0 0 2 1 0
2016 11 19     2  0 0 1 1 1 1 1 1     0  0 0 0 1 0 0 0 0     3  0 0 0 1 1 1 1 1
2016 11 20     2  0 1 1 0 2 0 0 1     2  0 0 0 2 2 1 0 0     4  0 1 1 1 1 1 1 1
2016 11 21     4  1 2 0 1 1 2 1 1     6  0 1 0 2 4 1 2 1     6  1 2 1 1 2 2 2 3
2016 11 22     9  1 1 1 2 3 2 2 4    10  0 0 1 3 4 3 3 2    12  1 1 1 2 3 3 3 4
2016 11 23    11  4 3 3 2 2 1 2 2    14  3 2 3 4 4 2 2 1    13  4 3 3 2 2 2 3 2
2016 11 24    17  3 2 3 4 4 3 3 3    35  2 2 4 6 6 5 3 3    24  4 3 3 4 5 3 4 4
2016 11 25    24  3 5 5 2 4 3 4 2    49  4 4 4 6 7 5 4 3    33  4 6 5 3 4 4 4 3
2016 11 26     9  3 3 2 2 2 2 2 1    22  2 2 5 5 3 4 3 2    12  3 3 2 2 2 3 3 2
2016 11 27     9  2 3 3 3 2 1 1 2    12  2 2 3 4 4 2 1 1    10  3 3 3 3 2 1 2 2
2016 11 28     7  1 2 2 2 2 2 2 2    10  1 1 3 2 4 2 2 2     8  2 2 2 1 2 3 2 3
2016 11 29     4  1 2 1 1 1 1 1 1     5  1 2 1 3 3 0 0 0     5  2 2 1 1 1 1 1 2
2016 11 30     2  1 1 2 0 1 0 0 0     1  0 0 2 0 0 0 0 0     3  1 1 2 1 0 1 0 0
2016 12 01     3  1 2 2 1 1 0 0 0     1  0 0 1 1 0 0 0 0     3  1 2 1 1 0 0 0 0
2016 12 02     2  0 1 0 0 1 1 1 0     2  0 0 0 2 2 1 0 0     4  1 2 1 1 1 1 1 1
2016 12 03     1  0 1 1 0 0 1 0 0     0  0 0 1 0 0 0 0 0     3  1 1 1 0 0 1 1 0
2016 12 04     1  0 1 0 0 0 0 1 0     0  0 0 0 0 0 0 0 0     2  0 1 0 0 0 0 0 1
2016 12 05     2  2 1 0 0 1 1 0 1     2  0 0 0 0 0 1 2 1     4  2 1 0 0 1 1 1 2
2016 12 06     6  0 1 1 2 3 2 1 2     5  0 0 0 3-1 3 1 1     7  1 1 1 2 3 2 1 3
2016 12 07     9  0 1 3 2 2 2 3 3    21  1 1 5 4 4 4 3 3    11  1 2 3 2 2 3 3 3
2016 12 08    14  3 3 2 2 2 3 3 4    29  2 4 3 5 5 5 3 4    23  4 4 3 3 3 4 4 4
2016 12 09    18  4 1 3 3 3 3 4 4    38  3 2 4 6 5 5 5 4    25  4 2 3 4 3 4 5 5
2016 12 10    11  4 3 2 2 2 1 2 3    21  3 2 3 5 5 3 3 2    16  4 3 3 3 3 3 3 3
2016 12 11    11  3 4 2 3 2 2 2 1    25  3 3 2 5 5 5 3 1    15  4 4 2 3 2 3 3 2
2016 12 12     5  2 2 2 1 1 2 0 1     3  2 2 1 0 0 2 1 0     6  3 3 2 1 0 2 1 2
2016 12 13     2  1 1 0 1 1 1 0 1     2  1 1 0 1 1 1 0 0     4  2 1 1 1 1 1 0 1
2016 12 14     2  2 0 0 0 1 0 1 1     1  0 0 0 2 1 0 0 0     4  2 1 0 1 1 0 1 1
2016 12 15     2  0 0 1 1 1 1 1 1     1  0 0 0 1 1 0 0 0     3  1 1 1 1 0 0 1 1
2016 12 16     2  1 1 0 0 1 1 0 1     0  1 0 0 0 0 0 0 0     3  1 1 0 0 0 0 0 1
2016 12 17     3  1 0 0 1 1 1 2 2     3  0 0 0 0 2 1 2 2     6  1 0 1 1 1 1 2 3
2016 12 18     6  2 3 2 1 1 2 1 1    11  2 3 3 1 4 3 1 1     9  3 3 3 2 2 2 1 1
2016 12 19     5  1 2 1 2 2 1 2 0     7  0 0 3 3 3 2 1 0     5  1 2 2 1 1 1 2 1
2016 12 20     4  1 1 1 2 1 2 0 2    11  0 1 3 5 1 3 1 1     6  1 1 1 2 1 2 1 3
2016 12 21    18  2 2 2 3 3 5 4 3    36  1 1 2 5 5 7 4 3    23  2 2 1 3 4 6 4 4
2016 12 22    15  4 4 3 3 2 2 3 2    38  4 3 6 6 5 4 3 3    23  5 4 4 3 3 3 4 3
2016 12 23    17  3 4 3 3 3 2 3 4    37  3 4 5 6 5 4 4 4    24  4 4 3 4 3 4 4 4
2016 12 24    10  3 2 3 2 2 3 2 1    27  3 2 5 5 5 4 3 2    14  3 3 3 2 3 3 2 2
2016 12 25    12  3 3 2 2 3 3 3 2    27  2 1 2 6 5 4 4 3    21  4 4 2 4 4 4 4 3
2016 12 26    15  4 3 3 2 3 3 2 3    45  4 4 5 6 6 6 2 2    22  5 3 3 3 4 4 3 3
2016 12 27     8  3 3 1 2 2 1 2 2    12  3 2 1 4 4 2 2 1    11  4 3 2 2 2 1 2 3
2016 12 28     4  1 2 0 1 1 2 1 1     5  1 2 0 3 1 2 1 1     6  2 3 1 1 1 2 1 2
2016 12 29     2  2 1 1 1 0 1 0 0     9  1 1 1 4 3 3 1 0     5  2 1 1 1 1 2 1 1
2016 12 30     2  0 1 0 0 1 0 1 1     1  0 0 0 2 1 0 0 0     4  1 2 0 1 1 1 1 1
2016 12 31    10  1 2 1 3 3 3 3 2    21  0 0 1 5 5 5 3 2    10  1 2 2 3 3 3 3 2
