:Product: Daily Geomagnetic Data     2014_DGD.txt
:Issued: 1500 UT 30 Jan 2015
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                        2014 Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2014 08 10     9  1 0 2 2 3 2 4 2     5  1 0 1 2 1 2 3 1     9  1 1 2 2 2 2 4 2
2014 08 11     7  1 1 1 1 2 3 2 3     5  1 1 1 1 1 3 1 2     7  1 1 1 1 2 2 1 3
2014 08 12    11  3 2 0 2 3 3 3 3     8  3 2 0 2 1 2 2 3    12  3 2 1 2 1 3 4 4
2014 08 13     8  2 2 2 2 3 2 2 2    12  3 2 2 4 4 1 1 1     6  2 2 2 2 2 1 1 1
2014 08 14     5  1 1 1 2 2 1 1 2     2  1 1 0 2 0 0 0 1     4  1 1 1 2 1 1 1 2
2014 08 15     6  1 1 1 2 3 2 1 1     5  1 1 1 2 3 1 1 0     5  1 1 1 1 2 2 0 1
2014 08 16     4  1 1 0 1 2 2 2 1     1  1 1 0 0 0 0 0 0     3  1 1 0 1 1 0 1 1
2014 08 17     9  1 1 1 3 4 2 2 2     9  1 1 0 1 5 3 0 0     7  2 1 1 3 3 2 1 2
2014 08 18     5  1 1 2 1 2 2 1 1     3  1 2 2 0 1 1 1 0     5  1 1 2 0 1 1 1 1
2014 08 19    14  1 1 2 3 3 2 3 5    11  1 1 2 4 2 2 2 4    17  1 1 2 3 2 2 4 6
2014 08 20     7  2 1 1 2 3 1 2 2     4  1 1 1 1 1 1 2 1     6  2 1 1 2 2 1 1 2
2014 08 21    12  3 3 2 3 3 1 3 2    27  2 3 4 6 5 4 2 2    11  3 3 2 2 2 1 3 2
2014 08 22     4  2 2 1 1 2 1 1 0     3  2 2 0 0 2 0 0 1     4  1 3 1 0 1 0 0 1
2014 08 23     8  1 3 3 2 1 2 2 1     3  1 1 2 1 0 1 1 0     5  1 2 2 1 1 1 1 1
2014 08 24     5  1 0 2 2 2 2 2 1     1  0 0 1 2 0 0 0 0     4  1 1 1 1 2 1 1 1
2014 08 25     4  0 0 1 1 3 1 2 1     0  0 0 0 1 0 0 0 0     4  0 1 1 1 1 1 1 1
2014 08 26     5  0 0 1 2 3 1 2 2     2  0 0 0 2 2 0 0 0     4  1 1 1 2 1 1 1 1
2014 08 27    19  1 3 3 4 5 3 3 3    46  1 3 5 5 6 6 6 3    20  1 3 4 4 4 4 3 4
2014 08 28    17  3 5 4 3 2 3 2 1    39  3 5 5 6 5 5 3 2    21  4 5 4 3 3 3 3 2
2014 08 29    20  3 4 3 4 4 1 3 4    37  3 4 5 7 4 3 2 3    21  3 4 3 5 3 2 3 4
2014 08 30    11  3 4 2 2 3 1 2 2    30  3 4 3 6 6 2 2 2    15  4 4 2 3 4 2 3 2
2014 08 31    13  2 1 3 3 3 2 3 4    21  1 1 4 6 4 2 2 3    15  2 2 3 4 3 2 4 4
2014 09 01    12  3 3 3 3 3 2 2 2    27  3 3 3 6 5 4 2 2    11  3 3 3 3 3 2 2 3
2014 09 02    10  2 3 3 2 3 2 2 2    18  2 2 3 4 5 4 2 2    10  2 3 2 2 3 2 2 3
2014 09 03    11  3 3 3 2 3 1 2 2    17  2 3 5 5 2 2 1 1    10  3 3 3 2 2 1 1 2
2014 09 04     7  2 2 1 3 2 2 2 1    16  2 2 5 5 3 1 0 1     7  3 2 2 3 2 1 1 2
2014 09 05    10  1 1 3 3 3 3 1 2    16  1 2 3 5 4 3 2 1     8  2 2 2 2 2 2 2 2
2014 09 06     7  1 2 2 2 3 2 2 1     8  1 2 3 3 1 2 2 1     9  1 2 3 2 2 3 2 2
2014 09 07    10  3 3 3 2 3 2 1 0     4  2 3 2 0 0 0 0 0     8  3 3 3 1 1 1 0 0
2014 09 08     7  0 1 2 2 3 2 2 2     2  0 1 2 0 0 1 1 1     6  1 2 2 1 1 1 2 2
2014 09 09     8  2 2 1 2 3 2 2 2     4  2 1 1 2 1 1 1 1     8  3 2 2 2 2 2 2 3
2014 09 10     9  1 0 0 2 2 4 3 3     3  2 0 1 1 0 1 2 1     9  2 1 1 2 1 3 3 3
2014 09 11    16  3 4 3 4 3 2 2 3    20  2 3 5 5 4 1 1 2    12  3 4 3 3 2 1 1 3
2014 09 12    35  5 4 2 4 3 5 4 6    37  4 5 3 4 4 6 4 5    44  5 5 2 3 2 6 5 7
2014 09 13    13  4 2 3 2 3 2 3 2     8  3 2 2 1 2 2 2 2    13  4 3 4 2 2 2 2 2
2014 09 14     3  1 1 1 0 2 1 1 0     1  1 0 0 0 0 1 0 0     3  1 1 1 1 1 1 0 0
2014 09 15     2  0 0 0 1 2 1 1 1     1  0 0 0 0 0 1 1 1     3  1 1 1 1 1 1 1 1
2014 09 16     7  1 2 2 2 2 2 2 2     3  2 1 1 2 0 0 1 1     7  2 2 2 2 1 1 2 2
2014 09 17     4  2 0 0 1 2 1 2 2     2  1 1 0 0 0 1 1 2     6  3 1 0 0 1 2 2 2
2014 09 18     7  2 1 1 1 2 2 2 3     2  2 0 0 0 0 0 2 1     8  3 1 1 1 1 2 3 3
2014 09 19    23  4 5 4 3 4 3 3 2    32  3 5 5 4 5 4 4 3    22  4 5 4 3 3 4 3 2
2014 09 20     4  1 1 1 1 2 2 0 1     6  2 1 1 2 3 1 1 1     6  2 2 1 1 2 1 1 1
2014 09 21     7  1 3 2 2 2 2 2 1     3  1 2 1 1 0 1 1 1     7  2 3 2 1 1 1 2 1
2014 09 22     9  1 3 2 2 3 2 2 2    16  1 2 3 4 5 3 2 2     9  2 3 2 2 3 2 2 2
2014 09 23     9  3 1 2 2 2 2 2 3    18  1 1 3 5 5 3 2 2    11  3 2 2 2 3 3 3 3
2014 09 24    19  3 4 2 4 4 2 3 4    57  4 5 6 7 6 5 3 3    25  4 4 3 4 4 3 3 4
2014 09 25    13  4 2 3 2 3 2 2 3    18  3 3 3 5 4 2 2 2    13  4 3 3 3 2 2 2 3
2014 09 26    12  2 3 3 2 3 3 2 3    37  3 2 3 6 6 6 3 2    14  3 3 3 2 3 3 2 3
2014 09 27    12  4 3 3 2 3 2 2 1    32  3 5 6 5 4 4 2 2    15  4 4 3 3 3 2 2 1
2014 09 28     6  1 2 2 2 3 2 1 0    13  2 1 2 4 4 4 1 1     8  2 2 2 3 3 2 2 1
2014 09 29     7  2 1 1 2 2 2 3 2    22  1 1 4 6 5 1 2 2    10  2 2 2 2 2 2 4 3
2014 09 30    12  2 3 2 4 3 2 2 2    28  2 5 4 6 4 4 1 2    15  3 4 3 4 3 2 2 3
2014 10 01    10  3 3 3 2 2 2 2 2    21  3 2 3 6 3 4 2 1    10  4 3 3 2 2 2 2 2
2014 10 02    13  2 2 2 2 5 2 2 3    10  2 2 2 4 3 2 1 1     8  2 2 2 2 2 2 1 3
2014 10 03     3  2 0 1 1 1 1 0 1     2  1 1 1 1 0 0 0 0     4  2 1 1 1 0 1 1 1
2014 10 04     5  1 1 2 2 1 1 1 2     4  1 2 3 2 0 0 0 1     6  1 2 2 2 1 1 1 2
2014 10 05     5  2 1 2 1 2 1 1 1     2  1 1 0 0 0 1 1 1     6  2 2 2 1 2 1 1 1
2014 10 06     6  2 2 0 2 2 2 2 2     3  1 2 0 0 2 0 1 1     6  3 2 1 1 1 1 1 2
2014 10 07     5  2 3 0 1 1 2 1 1     2  2 1 0 0 1 0 0 0     6  2 3 1 1 1 1 1 1
2014 10 08     6  1 1 2 2 2 2 2 2    16  1 0 0 5 5 3 2 2     9  1 1 2 3 2 2 2 3
2014 10 09    10  2 3 3 2 3 2 2 2     8  3 0-1-1 3 3 1 0    14  3 4 4 3 3 2 2 2
2014 10 10     7  3 3 1 1 2 2 1 1     5  1 3 1 1 1 2 1 1     8  3 3 1 1 1 1 2 1
2014 10 11     8  2 3 3 2 3 1 1 0    13  1 3 4 4 4 1 0 0    10  3 3 3 3 3 1 1 1
2014 10 12     2  0 0 1 1 1 1 1 1    13  0 1 0 5 5 2 0 0     5  1 1 1 2 2 1 1 1
2014 10 13     5  1 1 1 0 2 2 2 2     2  0 0 0 0 0 2 1 1     7  1 1 2 0 2 2 3 3
2014 10 14    12  1 1 1 1 3 4 3 4    21  0 1 0 1 5 5 5 3    18  1 1 1 1 3 4 5 5
2014 10 15     8  4 2 2 2 2 1 1 1    15  3 2 3 3 4 4 2 1    11  5 3 2 2 2 2 1 1
2014 10 16     5  2 1 0 1 2 1 1 3     9  1 1 0 4 4 1 1 1     7  2 1 1 2 2 2 1 3
2014 10 17     6  1 3 1 2 1 2 1 2     7  2 2 1 3 2 1 1 2     8  2 3 2 2 1 1 2 3
2014 10 18    11  3 3 2 2 3 2 2 3    20  3 3 3 5 4 4 2 2    15  4 3 2 2 3 4 2 3
2014 10 19     9  3 3 2 3 2 1 1 1    18  2 3 5 4 4 2 2 2    11  3 3 3 3 2 1 2 2
2014 10 20    17  3 2 3 3 3 4 4 3    48  1 3 6 6 6 6 4 3    26  3 3 4 4 4 5 4 4
2014 10 21    11  2 2 3 2 3 3 3 2    28  3 2 3 5 5 5 4 3    15  3 2 3 3 4 3 4 3
2014 10 22    10  3 2 3 2 3 2 2 2    23  3 3 3 5 5 4 2 2    14  4 3 3 2 3 3 3 2
2014 10 23     8  2 2 2 2 2 2 3 2    19  1 1 3 5 5 3 3 2    11  2 2 2 2 3 2 4 2
2014 10 24     9  2 1 1 3 3 3 2 1    18  2 1 3 4 4 5 2 2    11  3 1 2 2 2 4 2 2
2014 10 25     9  3 2 2 2 2 3 2 1    16  2 2 2 4 5 3 2 2    10  3 2 2 2 2 3 2 1
2014 10 26    11  3 2 3 3 3 2 2 1    20  1 2 3 4 5 5 2 1    12  3 3 3 3 3 2 2 1
2014 10 27    15  3 2 3 2 3 3 3 4    17  1 2 4 5 3 3 2 3    14  3 2 3 3 2 3 2 4
2014 10 28    11  4 2 2 3 3 2 2 1    26  3 2 4 5 5 5 2 2    14  4 3 3 3 3 3 2 1
2014 10 29     7  3 2 2 2 2 2 2 0     8  2 1 3 3 2 3 1 0     9  4 2 2 2 2 2 2 1
2014 10 30     5  1 1 1 2 2 1 1 2     7  0 0 3 4 1 1 2 1     5  1 1 2 2 1 1 1 2
2014 10 31     5  1 2 2 1 2 1 2 1     5  0 1 2 2 2 0 2 2     6  1 2 2 1 2 1 2 2
2014 11 01     5  0 1 2 1 3 1 1 1     5  0 0 2 2 3 2 1 0     6  1 1 2 2 3 2 1 1
2014 11 02     6  1 1 0 1 3 3 2 1     9  1 1 0 0 5 2 2 0     9  2 1 1 1 3 3 3 1
2014 11 03     5  2 1 2 1 2 1 0 2     2  1 0 2 1 0 0 0 1     6  3 2 2 2 1 1 0 2
2014 11 04    12  1 1 2 3 4 2 3 3    35  0 0 4 6 6 5 4 3    21  2 1 3 4 4 3 4 4
2014 11 05    13  4 3 2 3 3 2 2 2    18  3 3 2 5 4 3 2 2    16  4 4 3 4 3 2 3 3
2014 11 06    -1  1 2 2 1 2 2 3-1     9  2 2 3 1 4 1 1 1     9  2 2 2 2 2 1 2 3
2014 11 07    10 -1-1-1-1 1 3 2 3    13  2 2 4 4 4 1 1 1    12  3 3 2 3 2 2 2 3
2014 11 08     8  1 1 2 2 3 2 1 3     6  1 0 2 3 3 2 0 1     8  2 1 2 2 2 2 1 3
2014 11 09     8  3 2 2 1 2 2 2 2     7  3 2 3 1 1 2 1 1     9  3 2 2 1 1 2 2 3
2014 11 10    16  4 3 2 4 3 3 3 2    41  3 2 2 7 5 6 4 2    23  4 3 3 5 4 4 4 2
2014 11 11     9  2 2 2 1 2 2 2 4     8  2 2 0 2 3 2 1 3    12  3 2 2 2 2 2 2 5
2014 11 12     6  3 2 2 1 1 1 1 2     5  2 2 2 3 0 0 1 1     8  4 2 2 2 1 1 1 2
2014 11 13     4  1 2 0 1 2 2 1 1     2  1 0 0 1 1 0 1 0     5  1 2 1 2 2 1 1 1
2014 11 14     9  3 2 3 1 2 2 2 2     9  1 2 2 2 4 2 2 2    12  3 3 3 2 2 2 3 3
2014 11 15    13  2 3 2 3 3 2 2 4    28  2 3 5 6 5 1 2 3    17  3 3 3 3 3 2 2 4
2014 11 16    18  4 4 3 3 4 3 2 2    48  3 4 5 7 6 5 3 2    22  4 4 4 3 4 4 3 3
2014 11 17     8  2 1 1 2 3 2 3 2    16  1 1 0 5 5 3 2 2    12  3 2 1 2 3 3 3 3
2014 11 18     9  2 2 2 3 3 2 1 2    20  2 2 3 5 5 4 2 1    11  3 3 2 3 3 3 2 2
2014 11 19     6  2 1 1 1 2 2 3 1     9  2 1 1 3 4 2 1 1     8  4 1 2 2 2 1 2 1
2014 11 20     8  2 2 2 3 2 2 2 1    19  2 2 3 5 4 4 3 1    11  4 2 2 3 1 2 3 2
2014 11 21    10  3 3 1 2 3 2 2 2    26  3 3 3 6 4 5 2 1    15  4 4 2 3 3 3 3 3
2014 11 22     8  2 2 3 1 2 1 2 3    13  2 2 3 5 2 2 1 2    10  3 2 2 2 2 2 3 4
2014 11 23     9  1 1 3 3 3 2 2 1    24  2 2 3 6 5 3 3 1    10  2 2 3 3 3 2 3 2
2014 11 24     5  3 1 1 1 2 1 1 0    14  1 1 2 2 5 4 2 2     7  3 2 1 2 2 2 2 1
2014 11 25     4  1 2 0 2 2 1 1 1     5  0 0 0 3 3 2 1 0     5  1 2 1 2 1 2 2 1
2014 11 26     4  1 1 1 1 2 1 1 1     8  0 0 1 4 4 1 0 0     5  1 1 2 1 2 1 0 1
2014 11 27     7  1 3 1 1 2 2 2 2     4  0 1 1 2 2 2 1 1     8  2 3 2 1 2 2 2 2
2014 11 28     5  1 1 0 0 3 2 2 1     5  1 0 0 0 4 2 1 0     5  1 1 0 1 3 2 1 1
2014 11 29     5  1 1 1 1 2 2 2 1     2  0 0 0 0 2 1 1 0     5  1 1 2 1 2 2 2 1
2014 11 30     6  1 1 2 2 2 2 2 2     3  0 1 1 1 0 2 1 2     9  1 2 2 2 1 3 3 3
2014 12 01     9  1 2 2 1 2 2 2 4     8  1 2 2 1 3 1 2 3    10  2 2 2 1 2 2 2 4
2014 12 02     9  3 2 2 2 3 2 2 2    17  3 2 3 3 5 3 3 1    12  3 3 3 2 3 2 3 2
2014 12 03     7  3 2 1 2 1 2 2 2     5  2 1 1 0 1 2 2 2     8  3 2 1 2 2 2 3 2
2014 12 04     8  2 1 1 1 2 2 2 4    15  1 2 2 3 4 5 1 2    11  3 2 1 1 2 3 2 4
2014 12 05     8  2 3 2 2 2 1 2 2    26  2 4 4 6 5 3 1 1    11  2 3 2 3 3 2 2 2
2014 12 06    10  1 2 2 2 2 2 3 4    13  1 1 4 4 2 2 3 3    13  2 2 3 2 2 2 4 4
2014 12 07    19  4 2 2 3 4 4 4 3    53  4 3 3 6 7 6 5 3    28  5 3 3 3 5 4 4 4
2014 12 08    11  3 2 2 2 3 3 2 3    29  3 3 3 5 5 5 4 3    17  4 3 3 2 3 4 3 3
2014 12 09    12  4 2 3 2 2 1 3 3    23  3 2 4 5 5 3 3 2    15  4 3 3 2 3 2 4 3
2014 12 10     6  2 2 1 3 1 2 1 1     9  2 2 3 4 2 2 0 1     9  3 3 2 3 2 1 1 1
2014 12 11     4  2 0 1 1 1 2 1 2     2  0 0 1 1 0 1 2 0     6  2 1 1 1 1 1 2 3
2014 12 12    15  2 2 3 2 5 3 3 2    43  2 2 6 5 6 6 4 3    21  3 3 4 3 5 4 4 3
2014 12 13     6  1 2 0 1 2 3 2 2    -1  2 2 3 2-1-1-1-1    11  2 3 2 2 2 3 3 3
2014 12 14     9  1 2 2 2 3 2 3 2    21  2 2 4 4 5 4 3 2    11  2 3 2 2 3 3 3 2
2014 12 15    11  1 2 2 3 3 3 2 3    29  1 2 5 5 6 4 3 1    15  2 3 3 3 3 3 3 3
2014 12 16     7  1 1 0 1 3 2 2 3    18  1 1 2 4 6 3 2 1     8  1 1 1 2 3 2 2 3
2014 12 17     6  2 2 2 1 2 2 1 1     7  2 3 3 2 1 2 1 0     8  3 3 2 1 1 2 2 1
2014 12 18     5  1 1 0 2 2 2 1 2     3  1 0 0 1 2 2 1 1     5  1 1 1 1 1 2 2 2
2014 12 19     6  2 1 2 2 2 2 1 1     8  0 1 2 4 2 3 1 1     8  3 2 2 2 1 2 2 2
2014 12 20     6  2 2 1 2 2 2 1 2     2  0-1-1-1-1 1 0 1     9  3 2 2 2 2 2 1 3
2014 12 21    10  2 2 2 2 3 2 3 3    28  1 4 4 4 6 4 3 3    14  3 3 3 2 3 2 4 4
2014 12 22    13  4 3 4 2 2 3 1 1    28  5 5 5 5 2 3 1 1    20  5 5 4 2 2 3 2 2
2014 12 23     8  1 0 0 4 2 2 2 3    10  0 0 1 3 2 1 2 5    13  1 0 1 4 2 2 3 4
2014 12 24    12  3 3 2 2 3 2 3 3    24  3 2 4 4 5 5 3 2    17  4 3 2 2 4 3 3 3
2014 12 25     9  2 1 1 0 3 3 3 3    16  1 1 1 0 5 4 3 4    13  2 2 2 1 3 3 4 4
2014 12 26    15  4 3 2 2 2 3 4 3    22  3 5 4 3 2 2 4 4    17  4 4 2 2 2 2 4 3
2014 12 27     5  2 2 1 2 1 2 1 1    10  3 2 3 3 3 2 1 0     7  3 2 2 2 2 1 1 1
2014 12 28     8  2 2 2 1 2 2 3 2     9  0 1 2 2 3 2 4 2    11  3 2 1 1 1 2 4 3
2014 12 29    15  1 2 2 3 3 4 3 4    34  1 2 3 5 6 6 3 4    23  2 3 2 3 4 5 4 5
2014 12 30    14  3 4 4 2 3 2 2 2    36  3 4 5 5 5 5 5 2    18  4 4 4 2 3 3 3 3
2014 12 31     7  2 2 2 1 2 3 1 1    17  2 2 2 2 5 5 2 1     8  2 2 2 2 2 3 2 2
