:Product: Daily Geomagnetic Data     quar_DGD.txt
:Issued: 2130 UT 07 Apr 2020
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#             Current Quarter Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2020 08 10     3  1 1 0 1 2 1 1 0     1  1 1 0 0 0 0 0 0     3  1 1 1 1 1 1 0 1
2020 08 11     3  1 1 1 0 2 0 1 1     0  0 0 0 0 0 0 0 0     3  1 1 0 0 1 0 0 1
2020 08 12     3  0 2 1 1 2 1 1 0     3  0 1 1 2 2 0 0 0     3  0 1 1 1 1 1 1 0
2020 08 13     5  1 1 1 1 3 1 1 1     0  1 0 0 0 0 0 0 0     4  1 1 0 1 1 1 0 1
2020 08 14     3  0 2 1 1 2 1 1 0     0  0 1 0 0 0 0 0 0     4  1 2 1 0 1 1 1 1
2020 08 15     3  0 0 2 1 2 1 2 0     1  0 0 2 0 0 0 0 0     3  0 0 1 1 1 0 1 1
2020 08 16     5  0 2 1 1 2 2 2 1     2  1 1 1 0 0 0 0 1     4  1 2 1 1 1 1 1 1
2020 08 17     3  1 0 1 2 2 0 1 1     1  1 1 0 1 0 0 0 0     3  1 1 1 1 1 0 0 1
2020 08 18     7  2 2 1 1 3 1 1 3     9  2 0 1 4 4 1 0 1     7  2 2 2 2 2 1 1 3
2020 08 19     9  3 3 0 2 3 2 2 1     3  1 3 1 0 0 0 1 0     6  3 2 1 1 1 1 1 1
2020 08 20     4  1 1 1 1 3 0 1 1     3  0 1 0 0 1 0 3 0     3  1 1 0 1 1 0 1 1
2020 08 21     5  1 0 1 2 3 1 2 1     0  1 0 0 0 0 0 0 0     4  1 1 1 1 1 1 2 1
2020 08 22    13  1 2 2 2 5 2 2 3     8  1 1 3 4 2 0 1 1     8  1 2 2 2 2 2 2 3
2020 08 23     7  2 2 1 2 3 2 1 2     8  1 2 2 1 4 2 1 1     7  2 2 2 2 2 1 1 3
2020 08 24     3  1 1 1 1 2 0 1 0     1  2 1 0 0 0 0 0 0     3  1 1 0 1 1 0 0 0
2020 08 25     3  1 1 1 1 1 1 1 1     2  1 1 0 1 0 0 1 0     4  1 1 1 1 1 1 1 1
2020 08 26     7  2 2 1 3 2 2 1 2     9  1 1 1 5 1 1 1 1     7  2 2 1 2 1 2 2 2
2020 08 27     7  2 1 3 2 3 1 1 1    15  2 1 3 2 6 1 1 1     8  3 2 2 2 3 1 1 1
2020 08 28     8  0 0 1 2 2 4 3 2    18  0 1 1 4 4 6 1 1    10  0 0 1 2 2 5 2 3
2020 08 29    14  3 3 4 3 2 1 3 3    21  2 3 5 6 2 1 2 1    14  3 3 4 3 1 2 3 3
2020 08 30     8  2 3 2 2 2 1 1 3    13  2 3 3 3 4 3 1 1     9  2 4 2 2 2 2 1 3
2020 08 31    19  4 4 2 4 4 3 3 2    42  3 4 3 7 6 5 2 2    26  4 5 3 5 4 4 4 3
2020 09 01    16  3 4 4 3 2 3 2 3    38  2 5 6 6 5 4 2 2    16  3 4 3 3 3 3 2 3
2020 09 02     8  2 3 3 2 2 2 1 1    28  2 2 4 6 6 3 1 1     9  3 3 3 2 2 2 1 1
2020 09 03     3  0 0 1 1 2 1 1 1     3  0 1 2 2 0 0 0 1     4  1 0 1 1 1 1 0 2
2020 09 04     9  3 1 2 3 3 2 1 1    11  1 1 1 4 4 3 1 1     8  3 1 2 3 3 2 2 1
2020 09 05     7  2 2 3 2 3 1 1 0    12  1 1 3 5 4 0 1 0     6  2 2 2 2 2 1 1 0
2020 09 06     5  2 1 1 1 2 2 1 1     2  1 1 0 2 1 0 0 0     4  2 1 0 1 1 1 1 1
2020 09 07     5  1 1 2 1 2 2 1 1     7  1 1 3 3 3 1 0 0     4  1 1 1 1 1 1 0 0
2020 09 08     4  1 0 1 2 2 2 1 0     2  0 0 1 1 1 1 1 0     4  1 1 1 1 1 1 1 0
2020 09 09     1  1 0 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 0
2020 09 10     2  0 0 1 1 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 1 1
2020 09 11     2  0 0 1 1 0 1 1 1     2  0 0 1 2 0 0 1 0     3  1 0 1 0 0 1 1 1
2020 09 12     6  2 2 3 2 1 2 1 0     8  0 0 5 3 0 0 0 0     5  2 2 3 2 0 1 1 1
2020 09 13     7  2 2 1 1 1 2 2 3     4  0 0 3 1 0 0 1 2     6  1 2 2 1 0 2 1 3
2020 09 14    10  3 3 3 2 2 2 1 2    25  2 3 3 6 6 0 1 0    11  3 3 3 3 3 1 1 2
2020 09 15     8  2 3 2 3 2 2 1 1     6  1 1 2 4 2 1 0 0     7  3 3 2 2 1 1 1 1
2020 09 16     3  0 0 2 1 1 2 1 0     1  0 0 2 0 0 0 0 0     3  0 1 1 1 0 1 1 0
2020 09 17     5  1 1 2 1 2 2 1 1     5  0 0 2 4 1 0 0 0     4  1 1 2 1 1 0 0 1
2020 09 18     4  1 0 0 2 2 2 2 0     1  0 0 0 1 1 0 1 0     5  1 0 0 1 2 3 1 0
2020 09 19     4  0 2 0 1 1 3 1 0     1  0 0 1 1 0 0 0 0     3  0 2 1 0 0 1 1 0
2020 09 20     4  0 0 0 2 2 2 1 2     1  0 0 0 1 1 0 0 0     4  0 0 0 2 2 1 1 2
2020 09 21     3  1 1 0 1 1 1 1 1     0  0 0 0 0 0 0 1 0     3  1 0 0 1 0 1 1 1
2020 09 22     5  1 3 2 2 1 1 1 0     9  1 1 4 4 2 1 1 0     6  2 3 2 2 1 1 1 1
2020 09 23    10  1 1 3 3 3 1 3 2    29  0 0 3 5 7 3 2 2    11  2 1 2 2 4 2 4 3
2020 09 24    11  3 3 4 2 2 2 1 2    48  2 4 7 6 6 5 0 1    19  3 4 5 4 3 3 1 1
2020 09 25    17  3 3 3 3 2 4 3 4    29  1 2 4 6 3 6 2 3    20  3 4 3 3 2 5 3 4
2020 09 26    18  4 4 4 3 4 2 2 2    48  3 4 6 7 6 4 2 2    27  4 5 4 4 5 3 2 3
2020 09 27    16  2 3 2 2 1 3 4 5    22  2 3 2 3 4 4 4 5    24  2 4 2 2 2 3 5 6
2020 09 28    21  4 4 4 3 3 3 3 4    47  4 5 5 6 5 6 4 3    33  5 5 4 4 4 4 4 5
2020 09 29    14  4 3 3-1 3 2 2 3    31  3 3 4 5 6 5 2 2    16  4 3 3 3 3 2 3 3
2020 09 30    12  4 3 3 2 2 2 2 2    27  3 4-1 6 4 4 2 2     5  4 4 3 3 2 2 3 3
2020 10 01    11  3 1 2 4 3 2 2 2    21  1 1 2 6 5 3 2 1    11  3 2 2 4 3 3 2 2
2020 10 02     6  2 2 2 2 2 2 1 1    19  2 2 2 6 4 3 2 1     9  2 3 2 3 3 2 2 2
2020 10 03     5  1 2 2 3 1 2 0 0     5  1 1 2 3 1 0 1 1     6  2 2 2 2 1 1 1 1
2020 10 04     3  0 2 0 1 1 1 1 1     4  0 1 0 2 3 1 0 0     4  1 2 1 1 1 1 0 1
2020 10 05     7  0 0 1 1 3 3 3 2    14  0 0 1 2 4 5 3 3     8  0 1 1 1 2 3 4 2
2020 10 06     6  2 3 1 1 1 2 1 1     3  1 2 2 2 1 0 0 0     7  3 4 2 1 1 1 1 1
2020 10 07     4  0 1 1 1 2 2 1 1     2  0 0 0 0 2 1 1 0     5  1 1 1 1 2 2 1 1
2020 10 08     2  1 0 1 1 1 1 1 0     1  1 0 1 0 0 0 0 0     3  1 1 1 0 1 0 0 1
2020 10 09     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  1 0 1 0 0 0 0 0
2020 10 10     2  0 0 0 1 1 1 1 0     2  0 0 0 3 0 0 0 0     2  0 0 1 1 0 1 1 0
2020 10 11     2  0 0 1 0 1 1 1 1     0  0 0 0 0 0 0 0 0     3  0 0 1 1 0 1 1 1
2020 10 12     3  1 0 0 1 2 1 1 1     0  0 0 0 0 0 0 0 1     4  1 0 0 1 1 1 1 1
2020 10 13     3  1 1 0 1 1 1 2 0     0  1 0 0 0 0 0 0 0     3  1 1 1 1 0 1 1 1
2020 10 14     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 0 0
2020 10 15     2  0 0 0 0 1 2 1 1     0  0 0 0 0 0 0 0 0     3  0 0 0 0 0 1 1 1
2020 10 16     4  1 1 1 1 1 2 1 1     0  1 0 0 0 0 0 0 0     4  1 1 1 1 0 1 1 1
2020 10 17     5  0 2 2 1 2 1 2 1     7  0 2 4 3 1 0 1 0     5  1 2 2 1 1 0 1 2
2020 10 18     3  1 1 0 0 1 2 1 1     0  0 0 0 0 0 0 0 0     3  1 0 0 0 0 0 1 1
2020 10 19     5  0 1 1 2 2 2 2 1    14  0 0 2 5 5 1 1 1     6  1 1 1 2 3 2 2 1
2020 10 20     3  2 1 1 1 1 1 1 0     1  1 0 1 1 0 0 0 0     4  2 2 1 1 0 0 1 1
2020 10 21     7  1 1 4 2 1 1 1 1    12  0 1 4 5 3 0 0 1    10  3 2 4 3 1 1 1 1
2020 10 22     3  2 1 0 0 2 1 1 1     2  1 0 0 0 1 1 0 1     6  3 1 1 0 1 1 1 2
2020 10 23    10  1 1 1 0 2 2 4 4     5  1 0 1 1 1 1 2 3    12  1 1 1 1 2 3 4 4
2020 10 24    16  3 4 4 3 2 3 3 2    28  3 5 5 5 4 4 2 2    17  4 4 4 3 2 3 3 2
2020 10 25     9  3 1 2 2 3 2 3 1    28  2 1 4 5 6 4 3 3    15  3 2 3 3 4 3 4 2
2020 10 26    15  2 4 3 3 3 2 2 4    32  2 3 5 6 6 2 3 2    15  2 4 3 3 4 2 3 3
2020 10 27     7  2 2 3 3 1 0 2 1    13  2 2 5 4 1 1 1 1     9  2 2 4 3 1 0 2 2
2020 10 28     9  2 3 1 2 2 2 3 2    23  1 2 2 5 5 5 3 2    12  2 3 2 2 3 3 3 3
2020 10 29    11  2 2 3 3 3 3 2 2    22  0 1 3 6 4 5 1 1    14  2 3 3 3 3 4 2 2
2020 10 30     4  2 2 0 1 1 1 1 2     4  1 0 2 3 1 0 0 0     5  2 2 1 1 1 0 1 2
2020 10 31     6  1 1 3 2 3 1 1 0    15  1 0 4 5 4 3 0 0     6  1 1 3 2 2 2 0 1
2020 11 01     8  1 1 3 2 3 2 2 1    21  0 1 4 3 6 4 3 0    10  1 1 2 2 3 3 3 1
2020 11 02     2  0 0 1 1 1 0 0 1     0  0 0 0 0 0 0 0 0     3  0 0 1 1 1 0 1 1
2020 11 03     2  1 0 0 0 1 1 0 1     1  0 0 1 2 0 0 0 0     3  2 0 1 1 0 0 0 1
2020 11 04     1  0 0 0 0 1 1 1 0     0  0 0 1 0 0 0 0 0     3  1 1 1 1 0 0 1 0
2020 11 05     3  0 0 0 1 2 1 2 2     1  0 0 1 1 1 0 0 0     4  0 0 1 1 2 1 1 2
2020 11 06     7  1 2 2 1 2 3 2 1     8  0 1 2 3 3 3 1 1     8  2 2 2 2 2 3 2 2
2020 11 07     4  1 0 0 1 1 2 2 2     3  0 0 2 2 0 0 1 1     7  1 1 1 1 1 2 3 3
2020 11 08     3  2 1 2 1 1 1 0 0     3  1 1 2 0 2 1 0 0     5  2 2 2 1 1 1 1 0
2020 11 09     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 0
2020 11 10     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     2  0 0 0 1 0 0 0 0
2020 11 11     2  0 0 0 1 1 1 1 2     1  0 0 1 1 0 0 0 1     4  0 0 0 1 1 1 2 2
2020 11 12     3  1 0 2 2 1 1 1 0     3  0 0 2 3 0 0 0 0     3  1 0 2 1 1 0 1 0
2020 11 13     2  1 1 1 0 0 1 0 0     2  0 0 1 3 0 0 0 0     3  1 1 1 1 1 0 1 1
2020 11 14     2  0 0 0 0 1 0 2 1     0  0 0 0 0 1 0 0 0     3  0 1 1 0 1 0 2 1
2020 11 15     2  1 2 0 0 1 1 0 0     1  1 0 0 0 0 1 0 0     4  2 2 0 0 0 1 0 0
2020 11 16     0  0 0 0 0 1 0 0 0     0  0 0 0 0 1 0 0 0     2  0 0 0 0 1 0 0 0
2020 11 17     3  0 1 0 1 1 2 1 1     2  0 0 0 3 1 0 0 0     3  0 1 0 1 1 1 0 1
2020 11 18     3  1 1 2 0 1 1 1 0     0  0 0 0 0 1 0 0 0     4  2 1 1 0 0 0 1 1
2020 11 19     2  0 0 0 2 1 0 1 1     2  0 0 0 3 0 0 0 0     3  1 0 0 2 0 0 1 2
2020 11 20     9  3 4 2 2 1 1 1 1    11  1 3 3 5 0 0 0 1     8  3 3 2 2 1 0 2 1
2020 11 21     9  2 2 2 0 3 2 3 3    12  0 1 1 2 5 3 2 3    12  2 2 1 1 3 3 3 4
2020 11 22    19  2 4 4 4 4 3 3 2    45  3 3 6 6 6 5 4 3    27  3 4 4 4 5 4 4 3
2020 11 23     7  2 2 3 2 2 2 1 1     9  2 2 3 4 2 1 1 1     8  2 3 2 2 1 2 2 2
2020 11 24     4  1 2 0 1 2 2 0 1     1  0 0 0 1 0 0 1 0     4  2 1 0 1 1 1 1 1
2020 11 25     4  1 2 1 1 1 1 1 2    12  0 1 1 5 4 2 1 1     7  1 3 1 2 1 2 2 3
2020 11 26     5  2 1 1 1 2 2 2 1     5  0 0 1 3 3 2 1 0     7  2 1 1 1 2 2 3 2
2020 11 27     7  2 3 2 2 2 2 1 1    15  0 1 3 5 5 2 0 0     8  1 3 3 3 3 2 1 1
2020 11 28     9  3 3 3 2 2 2 1 1    10  1 2 3 4 3 2 1 1    10  3 3 3 2 2 2 2 2
2020 11 29     6  0 2 2 3 2 2 1 0     7  0 0 2 4 3 1 0 0     6  1 2 3 2 2 2 1 1
2020 11 30     6  1 3 2 2 1 2 1 1     9  0 2 3 5 0 1 0 0     8  1 3 3 2 1 1 0 1
2020 12 01     2  0 0 0 0 1 2 0 1     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 0 0 1
2020 12 02     4  1 1 2 0 1 2 1 1     0  0 0 1 0 0 0 0 0     4  1 1 2 1 0 1 1 1
2020 12 03     1  0 0 0 0 2 1 0 0     2  0 0 0 1 2 2 0 0     3  1 0 0 0 1 2 0 0
2020 12 04     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 0 1
2020 12 05     4  0 0 0 1 3 2 2 1     1  0 0 0 1 1 0 1 0     5  0 0 1 1 2 1 2 1
2020 12 06     4  1 1 1 1 1 1 1 2     5  0 0 2 3 3 1 1 0     6  2 1 1 1 2 1 2 2
2020 12 07     2  1 0 0 1 1 1 1 0     0  0 0 0 1 0 0 0 0     3  1 0 1 1 0 1 0 0
2020 12 08     4  1 1 2 1 1 1 1 1     3  0 0 2 3 1 0 0 0     5  1 2 2 1 1 0 1 1
2020 12 09     6  1 3 2 1 1 1 2 1     4  0 1 1 0 0 2 3 2     7  2 3 2 1 0 2 3 2
2020 12 10     6  3 2 1 1 1 2 1 2     4  3 2 1 0 1 0 0 1     8  4 3 1 1 1 1 1 2
2020 12 11     4  2 2 1 1 1 1 1 1     3  1 2 2 0 0 0 0 1     7  3 3 1 1 0 1 2 1
2020 12 12     3  1 1 1 0 1 1 1 1     2  1 0 0 0 0 0 2 1     4  2 1 1 1 1 1 1 2
2020 12 13     3  3 0 0 0 1 1 1 0     2  1 0 0 0 1 1 2 0     5  3 1 0 0 1 1 2 1
2020 12 14     2  0 0 0 0 1 2 1 1     1  0 0 0 1 1 0 1 0     3  0 0 0 1 0 1 2 1
2020 12 15     2  1 0 1 0 1 1 0 0     0  0 0 1 0 0 0 0 0     3  2 0 1 0 0 0 1 1
2020 12 16     3  2 1 0 0 1 2 1 1     0  0 0 0 1 0 0 0 0     3  1 1 0 0 0 1 1 1
2020 12 17     2  0 0 1 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  1 1 0 0 0 0 0 1
2020 12 18     2  0 0 0 0 2 2 1 0     1  0 0 0 1 0 1 0 0     3  0 0 1 1 1 1 1 0
2020 12 19     4  0 0 1 2 2 2 2 0     6  0 0 2 2 4 1 1 0     5  1 0 1 2 2 1 1 1
2020 12 20     4  1 1 2 1 2 1 1 1     2  0 0 2 1 2 0 0 0     4  1 1 2 1 1 1 0 1
2020 12 21     8  2 3 1 2 2 1 2 3    11  0 1 2 5 1 0 1 4    12  2 3 2 2 2 1 2 4
2020 12 22    11  3 3 2 3 2 2 3 2    17  3 2 3 5 4 3 1 1    13  3 3 3 3 2 3 3 2
2020 12 23    11  3 4 3 3 1 1 1 1    18  2 2 3 5 5 2 2 1    12  3 4 3 3 2 1 2 2
2020 12 24     7  1 2 2 2 2 3 1 1    20  1 2 3 5 5 4 2 1    10  1 3 2 2 3 3 1 2
2020 12 25     4  2 2 1 1 2 1 0 0     4  1 1 1 1 3 2 0 0     5  3 2 1 1 2 1 0 0
2020 12 26     3  0 2 1 0 1 2 1 1     0  0 0 0 0 0 1 0 0     4  0 2 1 0 1 1 2 2
2020 12 27     4  2 1 1 1 1 1 1 1     2  0 0 1 0 2 1 1 1     6  2 2 1 2 2 1 1 2
2020 12 28     6  2 2 2 2 2 2 1 1     7  1 2 3 3 2 2 0 0     7  2 2 2 2 2 1 1 2
2020 12 29     5  2 2 1 1 1 2 1 2     3  1 1 1 1 1 1 1 1     7  3 2 1 1 1 2 1 3
2020 12 30     6  2 2 2 2 2 1 1 2     3  1 1 2-1 2 0 0 1     9  3 3 2 2 2 1 1 3
2020 12 31     2  1 0 0 2 1 1 1 0     1  1 0 0 2 0 0 0 0     5  2 1 0 1 0 0 1 1
