:Product: Daily Geomagnetic Data     2015_DGD.txt
:Issued: 1800 UT 02 Jan 2016
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                       2015 Daily Geomagnetic Data
#
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
2015 08 10    13  3 4 4 3 2 1 2 1    16  3 3 4 4 4 2 2 1     9  3 3 3 2 2 1 2 2
2015 08 11     8  2 2 2 3 2 2 1 2    12  2 3 2 4 4 2 1 1     8  3 2 2 2 2 1 1 2
2015 08 12    12  2 3 3 2 3 3 2 3    17  3 3 3 0 4 5 2 2    12  2 3 3 1 2 3 3 3
2015 08 13    14  3 4 3 1 3 1 2 4    19  3 4 3 5 4 3 1 1    11  3 4 3 2 2 1 1 1
2015 08 14     4  1 0 0 2 2 1 2 1     1  0 0 0 0 1 0 1 1     4  1 1 1 1 1 1 1 1
2015 08 15    24  2 2 4 5 5 3 3 4    44  2 2 3 7 6 5 4 4    44  3 2 3 7 6 4 3 5
2015 08 16    27  4 4 6 3 3 2 4 3    43  4 5 7 4 4 5 3 3    36  5 5 6 4 3 3 4 4
2015 08 17    27  4 5 5 4 4 3 3 2    47  3 4 6 6 6 6 2 2    27  3 4 4 4 5 4 4 3
2015 08 18    10  3 3 3 3 1 2 1 2    11  3 3 3 3 1 3 1 2     9  3 3 3 2 1 2 1 2
2015 08 19    18  3 3 4 4 4 3 2 2    44  4 4 5 5 7 5 2 2    19  4 4 4 3 4 3 3 2
2015 08 20    11  2 3 1 3 3 2 3 2    28  2 2 3 4 7 3 2 1    13  2 3 2 2 4 2 3 3
2015 08 21     6  1 2 2 1 3 1 1 1     8  2 2 4 0 2 2 1 1     6  1 2 2 1 2 1 1 1
2015 08 22     8  1 1 2 3 3 2 2 2    19  1 1 3 5 5 4 2 1     9  2 1 2 3 3 2 2 2
2015 08 23    23  3 2 5 5 4 2 3 3    42  2 3 5 7 6 4 3 2    28  3 3 6 5 4 3 3 3
2015 08 24     7  3 2 1 2 2 2 2 1    19  2 2 5 5 4 1 2 1     8  3 2 2 2 2 1 2 1
2015 08 25     8  2 2 3 2 2 2 2 2    18  2 2 5 5 3 2 2 1     9  2 2 3 2 2 2 3 2
2015 08 26    19  3 3 3 4 4 2 3 4    47  3 3 5 6 6 6 4 4    30  3 3 4 4 4 4 4 5
2015 08 27    26  3 5 5 4 3 3 3 4    65  4 6 6 6 6 6 5 5    53  5 6 6 5 4 5 4 6
2015 08 28    28  5 4 3 3 5 3 4 4    57  5 4 5 5 5 6 7 3    43  6 4 4 3 5 5 6 4
2015 08 29    13  4 2 2 4 3 2 2 2    20  3 3 3 6 3 2 2 2    16  5 3 2 4 2 3 2 2
2015 08 30     5  1 1 2 2 2 2 1 1     4  2 2 1 1 1 1 1 1     5  2 1 2 1 1 1 1 1
2015 08 31     5  1 1 1 2 2 1 2 2     2  2 1 0 0 0 1 1 1     6  2 1 1 2 1 1 2 2
2015 09 01     7  2 2 1 2 2 2 2 2     5  1 1 1 2 3 1 1 1     6  2 2 1 2 2 1 1 2
2015 09 02    10  3 2 1 2 3 3 2 2     3  2 1 0 0 1 2 1 1     7  2 2 1 1 2 2 3 2
2015 09 03     9  2 3 2 2 2 2 2 3     8  1 3 2 2 3 2 1 1     9  2 3 2 2 2 2 2 3
2015 09 04    18  5 3 4 3 3 2 2 2    44  4 5 6 6 6 3 3 2    20  5 4 4 4 3 2 2 3
2015 09 05    10  1 3 3 2 2 2 3 2    20  2 2 4 5 4 4 2 2    13  2 3 3 2 2 3 4 2
2015 09 06    12  3 3 2 3 3 2 3 2    27  2 3 4 5 6 3 3 2    14  3 3 3 3 3 2 4 2
2015 09 07    27  1 3 3 3 4 5 5 5    84  2 4 6 5 7 8 6 5    46  2 3 4 3 5 6 6 6
2015 09 08    -1  5 5 2 2 3 0-1-1    -1  5 5 2 1 2 0-1-1    29  6 6 3 2 2 1 2 4
2015 09 09    -1 -1-1-1-1-1-1-1-1    -1 -1-1-1-1-1-1-1-1    59  4 6 6 5 6 4 6 6
2015 09 10    10  3 0 2 1 3 2 3 3    20  4 1 2 3 3 5 4 3    13  3 1 2 2 2 3 4 3
2015 09 11    36  2 4 6 4 5 5 4 4    70  2 4 7 7 6 7 2 3    59  3 4 7 6 5 6 4 4
2015 09 12    13  3 3 4 3 2 2 2 2    24  3 3 5 6 3 2 2 1    16  4 3 4 4 2 2 2 2
2015 09 13     8  1 1 2 3 2 3 2 2    32  1 1 4 6 5 6 3 1    11  1 2 2 3 2 3 3 3
2015 09 14    10  2 2 2 3 3 3 2 2    24  1 1 2 5 4 6 3 2    14  2 2 2 3 2 5 4 3
2015 09 15    17  4 4 3 3 2 3 3 3    36  2 2 5 6 6 5 2 2    18  4 4 3 3 3 3 3 3
2015 09 16     9  2 2 2 2 3 2 2 3    14  3 3 4 3 3 3 2 1    12  2 3 2 2 3 3 2 4
2015 09 17    12  4 2 2 3 3 1 1 3    24  3 2 6 6 2 1 0 1    12  4 3 3 3 2 1 0 3
2015 09 18    11  2 2 3 3 3 2 2 3    32  2 2 3 7 5 4 2 2    13  2 2 3 3 3 2 3 3
2015 09 19    12  3 3 3 3 3 2 1 2    21  2 2 5 6 3 0 1 2    16  3 4 5 3 2 0 1 3
2015 09 20    32  3 4 6 6 3 3 2 3    73  2 3 8 7 6 6 2 3    43  3 5 7 5 4 5 3 3
2015 09 21     9  3 3 2 2 2 2 1 2     6  3 2 2 2 1 1 1 0     9  3 3 2 2 2 2 1 2
2015 09 22     8  2 2 3 1 3 2 2 1    16  2 2 5 3 4 3 1 1    10  3 3 3 2 3 2 2 2
2015 09 23    13  1 2 3 4 3 3 3 2    29  1 1 5 5 5 5 4 1    14  2 2 3 3 3 4 3 2
2015 09 24     8  3 3 2 1 2 1 1 2     5  2 2 1 2 1 1 1 1     8  3 3 2 1 1 1 2 2
2015 09 25     6  2 1 1 2 3 1 1 1    18  2 1 1 6 5 1 0 1     7  2 2 1 2 3 1 1 1
2015 09 26     4  1 0 1 1 2 1 2 1     2  1 0 0 0 0 2 1 0     4  2 1 0 1 1 1 2 1
2015 09 27     4  0 1 1 1 2 2 2 1     2  1 1 1 0 0 0 1 1     4  1 1 1 1 1 1 2 2
2015 09 28     5  1 1 0 1 2 3 1 1     1  1 0 0 0 0 0 1 0     4  2 1 0 0 1 1 1 1
2015 09 29     5  2 2 1 2 2 1 1 0     7  1 2 4 3 0 0 1 0     6  2 3 2 2 1 0 1 1
2015 09 30     2  0 0 0 1 2 0 1 0     0  0 0 0 1 0 0 0 0     3  1 0 1 1 1 0 1 1
2015 10 01     8  1 1 2 2 2 3 3 2    15  1 1 3 3 3 5 3 2    11  2 1 2 1 3 4 3 3
2015 10 02     9  2 3 3 2 2 2 2 1    26  2 3 6 4 4 5 1 1    14  3 4 4 3 3 3 2 2
2015 10 03    10  2 2 3 2 2 3 3 1    31  2 4 5 4 5 6 2 2    11  2 4 3 2 2 3 2 1
2015 10 04    16  3 4 4 3 3 1 2 3    54  2 5 8 5 5 4 1 2    20  4 4 5 3 3 2 2 4
2015 10 05    12  3 3 3 4 3 1 1 1    52  2 3 6 8 5 3 2 1    18  4 3 4 5 3 1 2 2
2015 10 06    11  2 3 3 1 2 2 3 3    23  2 3 3 4 5 4 3 4    19  3 4 3 2 3 3 4 4
2015 10 07    44  3 6 4 4 5 4 6 5    51  3 4 6 5 5 6 6 4    77  4 6 6 5 5 6 7 6
2015 10 08    41  5 6 6 4 3 4 4 4    78  4 6 7 7 6 6 5 4    56  5 6 6 5 5 5 5 4
2015 10 09    15  4 3 2 2 3 3 3 3    50  3 3 2 7 7 4 4 4    26  4 4 3 4 4 4 4 4
2015 10 10     9  3 3 3 1 2 2 1 2    15  4 2 4 3 3 3 2 1    12  4 3 3 2 2 3 2 2
2015 10 11     8  3 2 2 2 2 2 2 2    18  3 2 3 4 5 3 2 2    12  4 3 2 2 2 2 3 3
2015 10 12    16  1 2 3 4 3 4 3 3    40  2 2 4 6 6 6 4 3    22  1 3 3 5 3 5 4 4
2015 10 13    18  2 4 4 4 2 3 3 3    41  2 3 6 6 3 6 4 4    25  3 4 4 4 2 4 4 4
2015 10 14    16  4 3 3 4 3 2 2 3    32  4 4 5 6 5 3 2 1    23  5 4 4 5 3 3 3 3
2015 10 15     9  3 2 3 2 2 2 2 2    12  2 2 4 4 3 2 1 1    10  3 3 3 2 2 1 2 3
2015 10 16     8  2 3 3 2 2 2 1 1     8  2 3 3 1 2 3 0 1     8  2 3 3 1 2 1 1 1
2015 10 17     9  2 2 2 2 3 2 3 2    17  1 2 3 4 5 4 2 1    11  2 3 2 2 3 2 4 2
2015 10 18    15  3 3 4 4 3 2 2 2    42  1 4 5 7 5 5 3 2    22  3 3 4 5 4 3 3 2
2015 10 19     3  1 2 1 1 1 1 1 0     1  0 0 0 0 2 1 0 0     5  1 2 1 1 1 0 1 1
2015 10 20     8  2 3 2 1 2 2 2 2    20  1 2 3 5 5 4 2 2     9  2 3 2 2 3 2 3 2
2015 10 21    12  1 2 1 3 4 2 2 4    22  2 1 3 5 6 2 2 2    12  1 3 1 4 4 2 2 2
2015 10 22     4  1 0 2 0 1 2 2 2     5  2 0 3 0 1 2 1 1     6  2 1 2 1 1 2 3 2
2015 10 23     5  2 0 1 1 2 1 2 2     7  2 1 1 2 3 3 1 1     7  3 1 1 1 2 2 2 3
2015 10 24    10  2 3 3 1 2 1 3 3     7  2 1 4 0 0 0 3 2    11  3 3 3 1 1 1 3 3
2015 10 25     7  2 1 3 1 3 2 1 1     6  2 1 3 3 2 0 0 0     8  2 2 3 2 3 2 1 1
2015 10 26     2  1 0 1 0 0 1 1 0     0  0 0 0 0 0 0 0 0     3  1 0 1 1 0 0 0 0
2015 10 27     3  0 1 0 1 2 1 1 1     4  0 0 0 2 3 1 0 1     4  0 1 1 1 2 0 1 2
2015 10 28     1  0 1 0 1 1 0 0 0     0  0 0 0 0 0 0 0 0     3  1 1 1 1 0 0 1 0
2015 10 29     4  0 1 1 1 2 1 2 2     5  0 0 2 3 3 1 0 0     5  1 1 1 2 1 1 1 2
2015 10 30     6  2 0 0 1 3 3 1 2    17  1 1 0 3 5 5 3 1     9  3 1 0 2 3 3 2 3
2015 10 31     6  0 1 1 1 2 3 2 2     6  0 0 0 1 4 2 1 2     6  1 1 1 1 2 2 2 3
2015 11 01     9  1 3 2 3 3 1 2 1    20  1 3 4 5 4 4 2 1    11  1 3 3 3 3 2 2 1
2015 11 02     5  1 0 1 1 3 2 1 2    17  1 0 0 0 6 5 0 1     7  1 1 1 1 3 3 1 2
2015 11 03    23  3 3 4 5 4 3 4 2    32  2 3 4 6 5 4 5 2    32  3 4 5 5 4 4 5 4
2015 11 04    31  5 4 5 5 5 3 2 2    55  3 4 6 7 7 4 2 1    33  5 5 5 5 5 3 3 2
2015 11 05    11  2 1 3 3 3 3 2 2    29  2 1 5 6 5 4 2 3    16  3 2 4 3 3 4 3 3
2015 11 06    11  3 1 2 2 2 2 3 4    13  3 1 2 2 3 3 3 4    15  4 2 2 2 2 2 4 4
2015 11 07    29  4 5 5 5 4 3 3 2    62  4 5 7 7 6 4 4 1    43  5 6 6 5 4 3 4 2
2015 11 08    11  1 1 0 2 4 2 4 3    36  2 1 0 5 7 5 4 3    14  2 1 1 2 3 3 4 4
2015 11 09    22  3 3 5 4 3 3 3 4    62  3 4 6 7 5 7 3 4    26  4 4 4 4 3 3 4 5
2015 11 10    32  4 3 4 5 6 4 3 3    61  4 4 5 7 7 5 4 4    38  4 4 5 5 6 4 4 4
2015 11 11    17  4 3 3 3 3 4 3 1    33  3 2 6 5 5 5 3 1    23  5 3 4 3 3 5 3 2
2015 11 12     4  1 0 1 2 2 2 1 1     8  0 0 2 5 1 1 0 0     5  2 1 2 2 1 1 1 1
2015 11 13    12  1 2 1 2 4 3 3 3    23  1 0 0 5 5 5 4 2    14  2 2 1 2 3 4 3 4
2015 11 14    10  3 3 2 2 3 2 1 2    22  3 3 4 6 4 2 0 1    10  3 3 2 2 2 2 1 2
2015 11 15     7  2 2 2 2 2 1 1 3    13  1 1 3 5 3 2 1 2     9  2 3 2 2 1 1 2 3
2015 11 16     9  3 2 2 2 3 2 2 2    41  2 3 6 5 6 6 3 1    14  4 3 3 3 3 3 3 3
2015 11 17     7  2 2 1 1 1 2 2 3    10  1 1 3 3 3 2 3 1     8  2 3 1 2 1 2 3 2
2015 11 18    14  1 3 1 3 2 2 3 5    16  0 1 3 5 3 4 2 3    17  1 3 2 3 2 3 3 5
2015 11 19     6  3 1 1 3 2 1 1 0    13  3 1 2 5 4 1 1 0     9  4 2 2 3 1 0 1 1
2015 11 20     6  1 2 2 3 1 1 1 1     3  0 1 2 3 0 0 0 0     6  1 2 3 3 1 0 1 1
2015 11 21     3  2 1 0 0 1 2 1 0     0  0 0 0 0 0 0 0 0     4  3 1 1 1 0 1 1 1
2015 11 22     3  1 1 1 0 0 2 1 1     0  0 0 0 0 0 0 0 0     3  1 1 1 0 0 0 1 1
2015 11 23     2  0 0 1 0 1 1 1 0     0  0 0 0 1 0 0 0 0     3  1 0 1 1 1 0 1 1
2015 11 24     1  0 0 0 0 1 1 0 0     0  0 0 0 1 0 0 0 0     2  0 0 0 1 0 0 0 0
2015 11 25     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 0 1 0
2015 11 26     2  0 0 0 0 0 2 1 1     0  0 0 0 0 0 0 1 0     3  0 0 0 1 0 1 1 1
2015 11 27     4  2 1 1 1 1 1 1 1     3  0 2 1 1 1 2 0 0     7  2 3 2 2 1 1 1 2
2015 11 28     5  0 1 1 1 2 1 2 3     9  1 0 1 2 5 1 1 2     8  1 1 1 2 3 1 2 3
2015 11 29     7  1 0 2 2 2 2 2 3     7  0 0 1 3 3 2 2 2     9  1 1 2 2 2 2 3 4
2015 11 30    10  2 3 3 3 2 2 2 2    25  3 3 6 5 3 3 2 2    19  3 4 5 4 2 2 2 2
2015 12 01    11  2 3 1 2 3 3 2 3    32  2 2 1 6 6 5 3 3    14  2 3 1 3 3 4 3 4
2015 12 02     7  2 2 3 2 2 2 1 1    16  2 1 4 5 3 3 2 1     9  3 2 3 2 3 2 2 1
2015 12 03     3  0 2 1 1 1 1 0 2     2  1 1 1 2 0 0 0 0     4  1 2 1 1 0 0 1 1
2015 12 04     4  0 3 1 1 1 1 1 1     1  0 0 1 1 1 0 0 0     5  1 3 2 1 1 0 1 2
2015 12 05    14  1 2 4 4 2 3 3 2    27  0 0 5 5 5 5 3 2    16  2 2 4 4 3 4 4 3
2015 12 06    26  2 4 2 5 5 4 3 4    52  2 4 4 7 7 5 3 3    24  3 4 3 5 4 4 4 4
2015 12 07    16  4 3 3 3 4 3 2 2    35  3 3 4 6 6 4 4 2    20  4 4 3 3 4 4 3 2
2015 12 08     9  4 2-1 2 2 1 2 1    17  3 2 1 5 5 2 1 1    11  4 3 2 2 3 1 2 2
2015 12 09     6  2 2 0 1 2 2 3 1     6  0 1 0 1 3 3 2 1     8  2 3 1 1 2 2 3 2
2015 12 10    18  2 4 3 4 2 3 3 4    34  2 4 5 5 6 4 4 2    23  3 5 4 3 3 3 4 4
2015 12 11    14  4 2 2 3 2 3 3 3    39  3 4 6 6 5 5 2 2    20  4 3 3 3 3 4 3 4
2015 12 12     8  2 3 2 2 2 2 2 1    20  2 2 5 5 4 3 2 1    12  3 4 3 2 2 3 2 2
2015 12 13     6  3 2 2 2 1 1 1 0    11  2 3 4 4 2 2 0 0     8  3 3 2 2 2 1 1 1
2015 12 14    15  2 1 0 1 3 4 3 5    31  0 0 2 4 4 6 6 4    22  2 2 1 2 3 5 4 5
2015 12 15    13  4 4 2 1 3 3 1 2    22  4 3 2 3 5 5 2 2    17  5 4 3 2 3 3 1 3
2015 12 16     5  3 2 1 0 2 1 1 1     5  3 2 0 2 0 0 2 0     7  4 3 1 0 1 0 1 1
2015 12 17     6  1 1 0 1 2 2 3 2     8  0 0 0 3 3 3 3 2     7  1 1 1 1 1 2 4 2
2015 12 18     4  1 0 1 1 1 2 1 2     3  1 0 1 1 0 1 1 2     5  2 1 1 1 1 1 1 3
2015 12 19     8  1 1 1 1 2 3 3 3     8  0 0 0 2 1 4 3 3    12  2 1 1 1 1 4 4 4
2015 12 20    33  3 5 4 4 4 5 4 5    89  2 6 6 7 7 7 6 5    66  4 6 5 5 5 6 6 6
2015 12 21    22  5 5 4 4 2 2 2 2    49  3 6 6 7 5 3 2 2    38  6 6 5 4 3 3 2 3
2015 12 22     8  2 2 2 3 2 1 2 2    27  2 2 3 7 4 2 1 2    13  3 3 3 4 2 1 2 2
2015 12 23     7  1 2 2 1 2 2 2 3    14  2 2 3 4 4 3 2 2    11  2 2 2 2 2 2 3 4
2015 12 24     8  2 2 3 1 2 2 2 2    17  2 3 4 3 5 2 2 2    12  3 3 3 2 3 2 3 3
2015 12 25     6  1 1 3 1 2 2 2 1     9  2 1 3 3 3 2 2 1     9  3 2 3 2 2 2 2 2
2015 12 26    11  2 2 2 2 3 2 2 4    17  1 2 2 2 5 4 2 4    15  3 2 2 2 3 3 3 5
2015 12 27     7  2 2 2 2 2 2 2 2    15  2 2 3 5 4 2 1 1    11  3 2 3 2 3 2 2 2
2015 12 28     3  1 1 1 1 1 1 1 1     6  1 0 1 3 4 1 0 0     5  1 1 1 2 2 1 1 1
2015 12 29     4  2 1 1 0 2 2 1 1     6  2 1 0 1 3 3 1 1     6  2 1 1 1 2 2 2 2
2015 12 30     2  0 0 0 1 1 1 1 1     4  0 0 1 2 3 2 0 0     4  1 0 1 1 1 1 1 2
2015 12 31    25  3 3 4 4 4 3 4 5    61  2 2 6 5 7 6 6 5     6  4 3 4 4 6 4 5 6
